,Team,Match Up,Game Date,W/L,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,ASTRatio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE
42,PHX,PHX vs. SAC,04/11/2016,L,48,94.4,98.1,-3.7,51.2,1.11,14.2,36.1,78.7,54.6,17.8,43.5,47.0,107.0,42.0
43,UTA,UTA vs. DAL,04/11/2016,L,48,103.4,112.2,-8.9,60.0,2.1,17.9,15.6,72.9,45.2,11.2,51.3,54.2,89.5,45.7
44,HOU,HOU @ MIN,04/11/2016,W,48,124.0,100.0,24.0,58.3,1.56,19.6,25.6,77.6,53.3,17.3,64.5,66.2,104.5,57.7
45,SAC,SAC @ PHX,04/11/2016,W,48,98.1,94.4,3.7,61.0,1.32,17.7,21.3,63.9,45.4,17.8,53.0,55.1,107.0,58.0
46,ATL,ATL @ CLE,04/11/2016,L,48,97.9,111.2,-13.3,59.0,1.53,17.7,20.8,75.6,45.9,15.6,49.4,50.2,97.0,42.2
47,BKN,BKN vs. WAS,04/11/2016,L,48,107.8,116.5,-8.7,54.5,2.4,16.9,27.6,73.3,47.6,9.7,50.0,51.8,103.0,45.1
48,ORL,ORL vs. MIL,04/11/2016,W,48,110.3,103.2,7.2,68.3,2.8,20.3,31.3,63.4,46.1,10.3,53.0,55.5,96.0,58.7
49,CHA,CHA @ BOS,04/11/2016,W,48,116.3,102.0,14.3,56.1,1.64,17.8,19.0,71.2,49.5,14.3,59.3,62.9,98.0,60.4
50,OKC,OKC vs. LAL,04/11/2016,W,48,112.0,78.2,33.8,64.3,2.25,18.6,30.0,80.0,55.0,12.0,50.0,51.9,100.5,68.6
51,MIL,MIL @ ORL,04/11/2016,L,48,103.2,110.3,-7.2,43.9,0.78,14.1,36.6,68.8,53.9,24.2,54.5,56.7,96.0,41.3
52,DAL,DAL @ UTA,04/11/2016,W,48,112.2,103.4,8.9,52.8,2.11,15.8,27.1,84.4,54.8,10.0,51.2,55.7,89.5,54.3
53,BOS,BOS vs. CHA,04/11/2016,L,48,102.0,116.3,-14.3,50.0,1.42,13.1,28.8,81.0,50.5,12.2,42.7,49.1,98.0,39.6
54,CLE,CLE vs. ATL,04/11/2016,W,48,111.2,97.9,13.3,42.5,1.13,13.7,24.4,79.2,54.1,15.3,54.8,59.4,97.0,57.8
55,WAS,WAS @ BKN,04/11/2016,W,48,116.5,107.8,8.7,58.7,1.93,19.0,26.7,72.4,52.4,13.6,56.7,60.3,103.0,54.9
56,BKN,BKN @ IND,04/10/2016,L,48,100.0,122.9,-22.9,68.6,1.6,16.9,24.1,63.4,40.4,14.3,46.2,51.2,105.0,35.2
57,IND,IND vs. BKN,04/10/2016,W,48,122.9,100.0,22.9,70.8,1.7,22.2,36.6,75.9,59.6,19.0,62.2,65.9,105.0,64.8
58,DEN,DEN vs. UTA,04/10/2016,L,48,92.3,109.9,-17.6,56.3,1.5,15.1,23.5,76.1,48.5,13.2,43.8,47.5,91.0,39.7
59,CHA,CHA @ WAS,04/10/2016,L,48,96.1,110.8,-14.7,75.0,1.4,15.7,19.6,88.1,49.0,14.7,42.0,50.8,102.0,37.9
60,HOU,HOU vs. LAL,04/10/2016,W,48,125.0,107.8,17.2,60.0,2.14,19.9,36.5,79.1,55.8,13.5,59.7,61.4,103.0,56.3
61,LAC,LAC vs. DAL,04/10/2016,W,48,102.1,93.8,8.3,67.6,2.27,19.4,15.4,77.6,45.5,11.5,54.6,53.1,96.5,57.1
62,MIL,MIL @ PHI,04/10/2016,W,53,100.9,101.9,-1.0,65.0,1.3,17.9,27.1,72.6,52.7,18.5,50.0,55.9,96.91,56.0
63,NYK,NYK vs. TOR,04/10/2016,L,48,104.7,112.0,-7.3,43.8,1.56,11.5,44.1,77.3,58.3,10.6,39.9,45.3,84.0,45.0
64,TOR,TOR @ NYK,04/10/2016,W,48,112.0,104.7,7.3,51.4,2.71,17.0,22.7,55.9,41.7,8.4,51.9,53.8,84.0,55.0
65,DAL,DAL @ LAC,04/10/2016,L,48,93.8,102.1,-8.3,60.0,1.13,14.4,22.4,84.6,54.5,16.5,45.9,51.4,96.5,42.9
66,SAS,SAS vs. GSW,04/10/2016,L,48,95.6,101.1,-5.5,61.8,1.75,16.2,31.7,78.7,52.3,13.3,39.4,43.7,90.5,46.2
67,MIA,MIA vs. ORL,04/10/2016,W,48,120.4,97.0,23.4,65.1,2.33,21.2,16.7,79.6,52.9,12.2,59.7,65.4,98.5,65.6
68,PHI,PHI vs. MIL,04/10/2016,L,53,101.9,100.9,1.0,61.5,1.6,16.4,27.4,72.9,47.3,14.2,47.4,50.5,96.91,44.0
69,UTA,UTA @ DEN,04/10/2016,W,48,109.9,92.3,17.6,52.8,1.58,15.7,23.9,76.5,51.5,13.2,53.2,56.7,91.0,60.3
70,ORL,ORL @ MIA,04/10/2016,L,48,97.0,120.4,-23.4,48.6,1.13,14.3,20.4,83.3,47.1,16.2,48.8,52.5,98.5,34.4
71,LAL,LAL @ HOU,04/10/2016,L,48,107.8,125.0,-17.2,61.0,1.19,18.4,20.9,63.5,44.2,20.6,56.6,60.2,103.0,43.7
72,GSW,GSW @ SAS,04/10/2016,W,48,101.1,95.6,5.5,55.9,1.46,16.0,21.3,68.3,47.7,14.3,50.6,54.2,90.5,53.8
73,WAS,WAS vs. CHA,04/10/2016,W,48,110.8,96.1,14.7,64.3,2.25,20.1,11.9,80.4,51.0,11.8,58.1,61.2,102.0,62.1
74,GSW,GSW @ MEM,04/09/2016,W,48,106.4,106.5,-0.1,51.3,1.82,16.3,22.4,68.9,48.2,11.7,50.6,53.9,93.5,52.0
75,CLE,CLE @ CHI,04/09/2016,L,48,110.9,115.4,-4.5,66.7,1.5,18.0,34.6,62.7,48.5,17.4,54.8,56.1,91.5,48.5
76,MIN,MIN @ POR,04/09/2016,W,48,115.2,114.1,1.1,58.5,2.18,18.0,37.8,61.9,49.4,12.0,51.8,55.8,92.0,54.5
77,MEM,MEM vs. GSW,04/09/2016,L,48,106.5,106.4,0.1,51.4,2.71,14.5,31.1,77.6,51.8,7.5,42.2,47.2,93.5,48.0
78,POR,POR vs. MIN,04/09/2016,L,48,114.1,115.2,-1.1,47.5,1.0,15.2,38.1,62.2,50.6,20.7,55.6,59.7,92.0,45.5
79,CHI,CHI vs. CLE,04/09/2016,W,48,115.4,110.9,4.5,47.5,1.58,14.8,37.3,65.4,51.5,13.2,49.4,53.4,91.5,51.5
80,SAC,SAC vs. OKC,04/09/2016,W,48,115.2,114.3,0.9,48.9,2.0,16.1,35.3,61.4,47.4,11.1,54.8,55.4,98.5,50.8
81,BOS,BOS @ ATL,04/09/2016,L,48,104.9,115.7,-10.8,65.0,1.73,18.3,29.1,79.1,51.0,14.7,50.6,53.2,102.0,41.7
82,PHX,PHX @ NOP,04/09/2016,W,48,119.8,100.0,19.8,62.8,1.59,19.3,28.9,72.9,53.8,16.8,57.8,62.6,100.5,64.2
83,ATL,ATL vs. BOS,04/09/2016,W,48,115.7,104.9,10.8,67.4,1.72,21.8,20.9,70.9,49.0,17.6,61.9,63.6,102.0,58.3
84,OKC,OKC @ SAC,04/09/2016,L,48,114.3,115.2,-0.9,61.5,1.14,17.4,38.6,64.7,52.6,21.4,56.2,60.0,98.5,49.2
85,NOP,NOP vs. PHX,04/09/2016,L,48,100.0,119.8,-19.8,48.7,1.73,14.2,27.1,71.1,46.2,11.0,44.7,48.2,100.5,35.8
86,SAS,SAS @ DEN,04/08/2016,L,48,99.0,102.0,-3.0,55.6,2.0,15.6,20.0,80.9,49.5,10.1,44.1,50.3,99.5,49.3
87,DAL,DAL vs. MEM,04/08/2016,W,48,113.2,102.2,11.0,60.0,0.95,15.5,22.2,61.8,46.2,20.9,60.0,66.7,91.0,65.7
88,ORL,ORL vs. MIA,04/08/2016,W,48,115.5,111.2,4.2,53.5,2.09,18.0,22.0,55.0,41.6,11.3,55.5,59.4,97.5,57.2
89,TOR,TOR vs. IND,04/08/2016,W,48,120.7,106.5,14.1,56.8,1.24,16.9,33.3,75.0,57.1,18.5,61.8,65.5,92.0,57.0
90,NYK,NYK @ PHI,04/08/2016,W,48,106.9,101.0,5.9,44.2,1.9,14.0,30.2,74.2,54.6,9.8,49.5,52.3,101.5,56.9
91,MIA,MIA @ ORL,04/08/2016,L,48,111.2,115.5,-4.2,40.0,1.38,12.9,45.0,78.0,58.4,13.3,49.0,49.9,97.5,42.8
92,UTA,UTA vs. LAC,04/08/2016,L,53,100.0,104.1,-4.1,38.9,0.78,11.3,26.5,81.6,54.1,18.2,50.6,53.7,89.21,47.3
93,BOS,BOS vs. MIL,04/08/2016,W,48,120.4,105.8,14.6,79.5,2.33,24.1,20.5,68.8,47.1,14.6,60.3,65.5,103.0,58.6
94,IND,IND @ TOR,04/08/2016,L,48,106.5,120.7,-14.1,59.5,2.2,17.6,25.0,66.7,42.9,10.9,49.4,53.4,92.0,43.0
95,DEN,DEN vs. SAS,04/08/2016,W,48,102.0,99.0,3.0,52.5,1.91,16.2,19.1,80.0,50.5,11.0,50.0,54.0,99.5,50.7
96,MEM,MEM @ DAL,04/08/2016,L,48,102.2,113.2,-11.0,48.6,1.13,13.3,38.2,77.8,53.8,16.5,44.3,48.1,91.0,34.3
97,PHI,PHI vs. NYK,04/08/2016,L,48,101.0,106.9,-5.9,78.1,2.78,17.6,25.8,69.8,45.4,8.9,42.9,47.7,101.5,43.1
98,CHA,CHA vs. BKN,04/08/2016,W,48,121.5,107.6,13.9,63.4,2.0,19.7,34.1,57.6,47.6,14.0,57.8,61.5,92.5,60.4
99,DET,DET vs. WAS,04/08/2016,W,48,116.7,104.2,12.5,47.2,1.31,14.0,23.8,73.1,51.1,13.5,55.8,62.4,95.5,60.7
100,LAL,LAL @ NOP,04/08/2016,L,48,107.4,114.6,-7.2,52.9,1.38,14.5,25.0,70.0,45.5,13.7,48.8,54.9,95.5,40.8
101,MIL,MIL @ BOS,04/08/2016,L,48,105.8,120.4,-14.6,73.2,1.43,20.3,31.3,79.5,52.9,20.4,53.0,56.3,103.0,41.4
102,WAS,WAS @ DET,04/08/2016,L,48,104.2,116.7,-12.5,50.0,1.58,15.0,26.9,76.2,48.9,12.6,47.7,51.5,95.5,39.3
103,NOP,NOP vs. LAL,04/08/2016,W,48,114.6,107.4,7.2,69.0,1.81,21.3,30.0,75.0,54.5,16.7,59.5,62.3,95.5,59.2
104,LAC,LAC @ UTA,04/08/2016,W,53,104.1,100.0,4.1,43.2,1.14,13.1,18.4,73.5,45.9,14.3,52.4,55.8,89.21,52.7
105,BKN,BKN @ CHA,04/08/2016,L,48,107.6,121.5,-13.9,61.5,1.6,17.1,42.4,65.9,52.4,16.3,47.8,49.1,92.5,39.6
106,GSW,GSW vs. SAS,04/07/2016,W,48,114.3,104.1,10.2,73.3,2.06,23.7,23.1,88.4,57.3,16.3,61.4,63.8,97.5,54.2
107,SAS,SAS @ GSW,04/07/2016,L,48,104.1,114.3,-10.2,71.8,2.33,21.5,11.6,76.9,42.7,12.4,53.1,56.0,97.5,45.8
108,CHI,CHI @ MIA,04/07/2016,L,48,105.4,112.8,-7.4,51.4,1.29,14.6,28.9,65.3,47.9,15.1,46.8,54.3,93.5,49.7
109,SAC,SAC vs. MIN,04/07/2016,L,48,101.0,108.2,-7.2,52.8,0.95,14.1,40.0,65.2,52.1,20.8,45.9,51.5,96.5,44.2
110,TOR,TOR @ ATL,04/07/2016,L,48,92.6,102.2,-9.6,50.0,1.33,13.0,26.4,84.4,53.1,12.8,42.9,46.9,93.5,45.1
111,MIA,MIA vs. CHI,04/07/2016,W,48,112.8,105.4,7.4,36.4,1.6,12.7,34.7,71.1,52.1,10.6,50.0,53.3,93.5,50.3
112,HOU,HOU vs. PHX,04/07/2016,L,48,115.0,124.0,-9.0,61.9,1.3,19.5,24.3,43.4,35.6,20.0,66.2,66.6,100.0,48.1
113,MIN,MIN @ SAC,04/07/2016,W,48,108.2,101.0,7.2,69.4,1.56,18.2,34.8,60.0,47.9,16.5,51.9,56.1,96.5,55.8
114,ATL,ATL vs. TOR,04/07/2016,W,48,102.2,92.6,9.6,69.7,1.77,18.9,15.6,73.6,46.9,14.0,51.3,55.7,93.5,54.9
115,PHX,PHX @ HOU,04/07/2016,W,48,124.0,115.0,9.0,70.5,1.48,19.5,56.6,75.7,64.4,21.0,53.2,58.1,100.0,51.9
116,NYK,NYK vs. CHA,04/06/2016,L,48,106.6,120.7,-14.1,64.9,1.33,19.0,26.2,70.0,50.0,19.8,53.8,57.3,91.5,47.1
117,DAL,DAL vs. HOU,04/06/2016,W,48,100.0,98.9,1.1,57.6,1.36,15.6,31.9,68.8,50.5,15.9,47.5,51.1,87.5,51.3
118,BOS,BOS vs. NOP,04/06/2016,W,48,102.0,96.0,5.9,66.7,2.4,17.6,18.5,75.6,44.4,9.8,47.1,52.6,101.5,56.6
119,ORL,ORL vs. DET,04/06/2016,L,48,106.1,111.3,-5.2,58.1,1.79,18.1,33.3,71.7,52.9,14.3,50.0,52.9,97.5,49.5
120,CHA,CHA @ NYK,04/06/2016,W,48,120.7,106.6,14.1,45.2,2.38,15.3,30.0,73.8,50.0,8.7,53.3,56.9,91.5,52.9
121,BKN,BKN @ WAS,04/06/2016,L,48,105.1,121.0,-15.9,66.7,2.36,18.7,27.3,60.4,42.7,11.2,46.2,50.2,99.0,37.4
122,HOU,HOU @ DAL,04/06/2016,L,48,98.9,100.0,-1.1,55.9,1.19,15.8,31.3,68.1,49.5,18.4,47.4,50.0,87.5,48.7
123,DET,DET @ ORL,04/06/2016,W,48,111.3,106.1,5.2,61.5,2.0,17.6,28.3,66.7,47.1,12.4,51.7,54.2,97.5,50.5
124,LAL,LAL vs. LAC,04/06/2016,L,48,89.0,100.0,-11.0,37.5,1.0,9.8,33.3,75.0,51.9,13.2,37.8,41.5,91.0,35.2
125,NOP,NOP @ BOS,04/06/2016,L,48,96.0,102.0,-5.9,61.8,0.91,15.8,24.4,81.5,55.6,22.8,49.4,55.0,101.5,43.4
126,OKC,OKC @ POR,04/06/2016,L,48,113.9,117.6,-3.8,41.9,1.06,12.9,40.0,76.1,56.4,16.8,52.2,55.0,101.5,42.9
127,POR,POR vs. OKC,04/06/2016,W,48,117.6,113.9,3.8,74.4,2.13,22.1,23.9,60.0,43.6,14.7,60.1,63.5,101.5,57.1
128,CLE,CLE @ IND,04/06/2016,L,48,116.0,129.5,-13.5,42.9,1.5,12.9,20.0,73.7,46.2,10.6,52.7,61.3,94.5,44.6
129,WAS,WAS vs. BKN,04/06/2016,W,48,121.0,105.1,15.9,75.0,3.0,23.5,39.6,72.7,57.3,12.0,54.7,58.3,99.0,62.6
130,LAC,LAC @ LAL,04/06/2016,W,48,100.0,89.0,11.0,62.2,2.09,18.3,25.0,66.7,48.1,12.1,48.8,51.0,91.0,64.8
131,IND,IND vs. CLE,04/06/2016,W,48,129.5,116.0,13.5,55.6,1.79,19.4,26.3,80.0,53.8,14.7,66.3,68.6,94.5,55.4
132,CLE,CLE @ MIL,04/05/2016,W,48,118.5,86.0,32.5,73.2,1.88,23.8,11.8,76.8,52.2,17.4,66.7,68.6,92.5,67.2
133,LAL,LAL @ LAC,04/05/2016,L,48,84.4,108.4,-24.0,42.3,0.73,9.1,28.8,76.7,49.0,15.6,34.9,43.1,95.5,28.6
134,DET,DET @ MIA,04/05/2016,L,48,96.7,116.3,-19.6,43.8,1.08,11.8,26.0,75.6,48.4,14.1,43.1,48.9,92.0,39.5
135,MIA,MIA vs. DET,04/05/2016,W,48,116.3,96.7,19.6,50.0,2.2,17.9,24.4,74.0,51.6,10.9,57.7,59.3,92.0,60.5
136,SAS,SAS @ UTA,04/05/2016,W,48,103.5,100.0,3.5,50.0,1.78,15.0,14.3,73.7,42.5,10.6,49.3,54.8,85.5,53.2
137,TOR,TOR vs. CHA,04/05/2016,W,48,105.5,98.9,6.6,55.9,1.73,15.6,26.5,74.6,52.8,12.1,47.4,52.4,91.0,57.8
138,CHI,CHI @ MEM,04/05/2016,L,48,97.9,114.9,-17.0,64.7,1.1,17.1,30.4,64.0,47.9,21.3,51.3,53.9,94.0,42.2
139,PHI,PHI vs. NOP,04/05/2016,W,48,115.1,98.9,16.1,77.5,3.1,22.8,26.0,66.0,45.4,10.8,52.8,56.0,93.5,58.5
140,LAC,LAC vs. LAL,04/05/2016,W,48,108.4,84.4,24.0,65.0,1.86,20.0,23.3,71.2,51.0,14.7,55.8,57.6,95.5,71.4
141,MIN,MIN @ GSW,04/05/2016,W,53,107.8,100.9,7.0,68.2,1.67,19.7,15.2,77.6,47.4,15.7,55.8,60.9,104.6,55.1
142,PHX,PHX @ ATL,04/05/2016,L,48,85.7,97.2,-11.5,63.3,0.79,13.8,24.6,72.4,48.7,22.9,44.4,47.8,105.5,41.1
143,SAC,SAC vs. POR,04/05/2016,L,48,107.0,115.0,-8.0,48.8,1.05,15.7,20.5,63.0,45.2,19.0,59.6,61.3,100.0,46.5
144,OKC,OKC @ DEN,04/05/2016,W,48,124.0,101.0,23.0,69.6,1.78,21.8,35.6,77.2,58.8,18.0,61.5,63.6,100.5,61.2
145,DEN,DEN vs. OKC,04/05/2016,L,48,101.0,124.0,-23.0,75.7,2.15,19.7,22.8,64.4,41.2,12.9,47.7,51.1,100.5,38.8
146,NOP,NOP @ PHI,04/05/2016,L,48,98.9,115.1,-16.1,54.1,1.18,15.4,34.0,74.0,54.6,18.1,49.4,52.2,93.5,41.5
147,POR,POR @ SAC,04/05/2016,W,48,115.0,107.0,8.0,50.0,1.43,14.3,37.0,79.5,54.8,14.0,49.5,54.8,100.0,53.5
148,MIL,MIL vs. CLE,04/05/2016,L,48,86.0,118.5,-32.5,57.1,2.0,15.9,23.2,88.2,47.8,10.8,42.0,42.9,92.5,32.8
149,CHA,CHA @ TOR,04/05/2016,L,48,98.9,105.5,-6.6,62.5,2.86,15.9,25.4,73.5,47.2,7.7,42.6,46.3,91.0,42.2
150,UTA,UTA vs. SAS,04/05/2016,L,48,100.0,103.5,-3.5,40.6,0.81,12.1,26.3,85.7,57.5,18.6,50.7,55.7,85.5,46.8
151,MEM,MEM vs. CHI,04/05/2016,W,48,114.9,97.9,17.0,46.2,1.64,14.0,36.0,69.6,52.1,11.7,48.9,54.9,94.0,57.8
152,ATL,ATL vs. PHX,04/05/2016,W,48,97.2,85.7,11.5,66.7,1.53,17.8,27.6,75.4,51.3,16.0,46.8,49.8,105.5,58.9
153,GSW,GSW vs. MIN,04/05/2016,L,53,100.9,107.8,-7.0,71.4,1.46,21.7,22.4,84.8,52.6,20.7,56.1,57.6,104.6,44.9
154,MEM,MEM @ ORL,04/03/2016,L,48,109.2,121.4,-12.2,53.7,1.57,16.1,36.5,70.6,53.4,14.3,50.6,53.3,98.0,43.0
155,HOU,HOU vs. OKC,04/03/2016,W,48,116.8,108.9,7.9,58.5,2.4,16.2,38.7,61.7,48.6,9.9,46.6,52.0,101.0,50.4
156,DAL,DAL @ MIN,04/03/2016,W,48,100.0,89.7,10.3,59.4,1.73,15.3,30.9,76.2,50.5,12.5,47.0,48.6,87.5,49.8
157,NYK,NYK vs. IND,04/03/2016,L,48,88.8,92.9,-4.2,60.6,1.82,14.7,29.2,78.7,50.0,11.2,38.0,41.5,98.5,43.9
158,BOS,BOS @ LAL,04/03/2016,W,48,103.9,99.0,4.9,73.2,2.5,20.5,26.9,79.3,54.5,11.7,49.5,53.1,102.0,54.8
159,CHI,CHI @ MIL,04/03/2016,W,48,112.1,107.7,4.4,76.9,2.5,23.6,19.4,62.5,44.0,13.2,57.4,60.9,91.0,53.8
160,ORL,ORL vs. MEM,04/03/2016,W,48,121.4,109.2,12.2,62.8,2.7,19.3,29.4,63.5,46.6,10.2,53.3,57.9,98.0,57.0
161,CLE,CLE vs. CHA,04/03/2016,W,48,123.1,114.4,8.6,75.6,2.0,23.9,41.9,72.1,57.0,18.7,63.9,63.1,90.5,52.2
162,LAL,LAL vs. BOS,04/03/2016,L,48,99.0,103.9,-4.9,59.5,2.0,16.3,20.7,73.1,45.5,10.9,44.4,48.7,102.0,45.2
163,BKN,BKN vs. NOP,04/03/2016,L,48,93.5,114.0,-20.4,60.6,0.95,14.6,45.5,80.0,60.0,22.6,43.5,46.2,93.0,32.0
164,GSW,GSW vs. POR,04/03/2016,W,48,133.3,109.9,23.4,60.0,2.31,21.0,26.8,71.4,51.1,12.7,67.0,69.6,101.5,59.3
165,PHX,PHX vs. UTA,04/03/2016,L,48,92.5,107.4,-15.0,48.5,0.73,12.9,33.3,86.4,58.7,23.7,47.4,49.8,93.5,35.5
