,Team,Match Up,Game Date,W/L,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,ASTRatio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE
625,SAC,SAC vs. MIL,02/27/2019,L,53,117.6,117.5,0.1,56.6,3.75,17.8,30.4,75.0,51.2,6.7,50.0,53.4,108.23,46.9
626,MIL,MIL @ SAC,02/27/2019,W,53,117.5,117.6,-0.1,66.7,3.27,21.2,25.0,69.6,48.8,9.2,55.8,58.1,108.23,53.1
627,LAC,LAC @ UTA,02/27/2019,L,48,100.0,104.7,-4.7,43.2,1.45,11.9,24.1,66.1,45.3,10.5,42.0,49.0,105.5,45.0
628,BOS,BOS vs. POR,02/27/2019,L,48,93.9,100.0,-6.1,50.0,1.18,15.5,25.0,69.8,48.5,17.3,49.4,50.9,97.5,46.5
629,CHI,CHI @ MEM,02/27/2019,W,48,106.9,105.9,0.9,51.3,1.33,15.4,20.5,68.5,46.9,14.7,52.4,58.6,101.5,52.7
630,BKN,BKN vs. WAS,02/27/2019,L,48,106.4,115.7,-9.3,51.3,1.25,14.4,19.2,64.3,42.6,14.7,50.6,56.8,108.5,42.5
631,ATL,ATL vs. MIN,02/27/2019,W,53,115.9,107.0,9.0,69.6,2.67,19.2,34.4,82.3,57.9,10.6,48.1,53.7,103.25,52.7
632,GSW,GSW @ MIA,02/27/2019,L,48,123.8,124.8,-1.0,47.7,2.1,15.7,24.5,69.8,45.7,9.9,59.0,61.7,101.0,50.1
633,MIA,MIA vs. GSW,02/27/2019,W,48,124.8,123.8,1.0,47.6,1.43,15.0,30.2,75.5,54.3,13.9,61.4,65.5,101.0,49.9
634,NOP,NOP @ LAL,02/27/2019,L,48,111.2,115.7,-4.5,67.4,2.38,19.6,36.2,76.0,54.6,12.1,48.5,52.2,107.5,44.9
635,CHA,CHA vs. HOU,02/27/2019,L,48,108.7,114.6,-5.9,64.1,1.39,18.0,23.9,80.4,53.6,17.3,54.2,59.5,103.5,50.6
636,WAS,WAS @ BKN,02/27/2019,W,48,115.7,106.4,9.3,77.3,1.79,21.1,35.7,80.8,57.4,17.6,51.6,57.0,108.5,57.5
637,IND,IND @ DAL,02/27/2019,L,48,106.3,113.4,-7.1,51.4,1.27,15.6,19.0,74.5,48.3,15.8,54.5,58.6,96.0,46.7
638,MIN,MIN @ ATL,02/27/2019,L,53,107.0,115.9,-9.0,65.9,4.14,18.7,17.7,65.6,42.1,6.1,49.0,52.8,103.25,47.3
639,MEM,MEM vs. CHI,02/27/2019,L,48,105.9,106.9,-0.9,61.0,1.56,17.5,31.5,79.5,53.1,15.8,48.4,52.5,101.5,47.3
640,TOR,TOR vs. BOS,02/26/2019,W,48,118.0,96.0,22.0,71.7,3.67,23.1,22.0,74.5,49.5,9.0,58.0,58.9,99.5,60.0
641,DEN,DEN vs. OKC,02/26/2019,W,48,111.0,103.7,7.3,68.3,1.56,18.2,33.3,70.2,52.8,16.5,54.0,58.5,108.5,54.7
642,ORL,ORL @ NYK,02/26/2019,L,48,104.0,108.0,-4.0,66.7,1.63,18.4,29.6,69.2,49.1,16.2,50.0,52.7,99.5,46.3
643,BOS,BOS @ TOR,02/26/2019,L,48,96.0,118.0,-22.0,72.7,1.71,17.6,25.5,78.0,50.5,14.1,41.9,48.3,99.5,40.0
644,NYK,NYK vs. ORL,02/26/2019,W,48,108.0,104.0,4.0,44.7,1.7,12.8,30.8,70.4,50.9,10.0,46.6,52.4,99.5,53.7
645,OKC,OKC @ DEN,02/26/2019,L,48,103.7,111.0,-7.3,72.1,1.82,19.9,29.8,66.7,47.2,15.7,50.5,52.8,108.5,45.3
646,LAC,LAC vs. DAL,02/25/2019,W,48,122.2,113.1,9.1,73.3,5.5,22.1,29.8,78.6,50.5,6.1,53.5,56.1,99.0,51.2
647,ATL,ATL @ HOU,02/25/2019,L,48,112.1,120.2,-8.1,53.8,1.24,16.0,24.4,63.5,45.4,17.2,59.4,61.6,99.0,46.8
648,MIA,MIA vs. PHX,02/25/2019,L,48,117.5,120.4,-2.9,64.6,2.21,20.5,33.3,77.8,54.2,13.6,54.1,57.2,103.0,49.4
649,DET,DET vs. IND,02/25/2019,W,48,118.9,114.7,4.2,71.8,2.33,19.7,35.8,70.8,52.5,12.6,54.5,56.8,95.0,50.9
650,PHX,PHX @ MIA,02/25/2019,W,48,120.4,117.5,2.9,66.7,2.14,21.0,22.2,66.7,45.8,13.6,57.9,62.0,103.0,50.6
651,PHI,PHI @ NOP,02/25/2019,W,48,98.2,96.5,1.7,52.3,1.15,14.9,30.0,71.0,50.8,17.7,48.5,50.7,113.5,47.6
652,CHA,CHA vs. GSW,02/25/2019,L,48,108.9,118.6,-9.7,57.5,1.92,16.8,26.4,68.1,46.0,11.9,47.8,53.7,101.5,44.9
653,NOP,NOP vs. PHI,02/25/2019,L,48,96.5,98.2,-1.7,65.9,2.07,18.0,29.0,70.0,49.2,12.3,44.7,48.0,113.5,52.4
654,HOU,HOU vs. ATL,02/25/2019,W,48,120.2,112.1,8.1,61.5,1.71,17.0,36.5,75.6,54.6,14.1,51.7,57.7,99.0,53.2
655,SAS,SAS @ BKN,02/25/2019,L,48,85.9,102.0,-16.2,40.0,1.27,11.0,24.2,85.1,50.5,11.1,38.5,42.0,99.0,39.1
656,IND,IND @ DET,02/25/2019,L,48,114.7,118.9,-4.2,57.5,2.09,17.4,29.2,64.2,47.5,11.6,51.7,56.6,95.0,49.1
657,POR,POR @ CLE,02/25/2019,W,48,126.8,113.4,13.4,59.1,2.0,20.2,16.2,74.1,50.5,13.4,67.9,70.1,97.0,58.6
658,MIN,MIN vs. SAC,02/25/2019,W,48,99.1,93.8,5.4,54.8,1.05,16.0,18.2,71.0,49.1,19.5,55.4,58.7,112.5,59.6
659,CLE,CLE vs. POR,02/25/2019,L,48,113.4,126.8,-13.4,59.5,2.75,16.5,25.9,83.8,49.5,8.2,48.9,54.8,97.0,41.4
660,GSW,GSW @ CHA,02/25/2019,W,48,118.6,108.9,9.7,72.9,2.33,23.2,31.9,73.6,54.0,14.7,57.9,60.1,101.5,55.1
661,MEM,MEM vs. LAL,02/25/2019,W,48,104.8,101.0,3.8,48.8,1.33,14.2,29.6,81.5,55.6,14.3,48.9,53.3,104.5,54.0
662,BKN,BKN vs. SAS,02/25/2019,W,48,102.0,85.9,16.2,68.6,1.5,18.6,14.9,75.8,49.5,16.2,54.9,57.4,99.0,60.9
663,MIL,MIL @ CHI,02/25/2019,W,48,119.4,108.2,11.2,61.9,3.25,19.0,25.0,79.6,52.8,8.2,55.5,57.9,98.0,51.9
664,LAL,LAL @ MEM,02/25/2019,L,48,101.0,104.8,-3.8,62.5,1.47,18.0,18.5,70.4,44.4,16.3,50.6,53.7,104.5,46.0
665,CHI,CHI vs. MIL,02/25/2019,L,48,108.2,119.4,-11.2,75.6,4.43,22.3,20.4,75.0,47.2,7.1,49.5,52.1,98.0,48.1
666,DAL,DAL @ LAC,02/25/2019,L,48,113.1,122.2,-9.1,75.7,1.65,20.6,21.4,70.2,49.5,17.2,57.9,63.7,99.0,48.8
667,SAC,SAC @ MIN,02/25/2019,L,48,93.8,99.1,-5.4,54.1,1.0,13.3,29.0,81.8,50.9,17.9,43.7,48.7,112.5,40.4
668,DEN,DEN vs. LAC,02/24/2019,W,48,110.8,85.7,25.1,68.2,1.3,19.5,27.7,80.7,56.7,20.7,58.8,61.3,111.5,66.1
669,ORL,ORL @ TOR,02/24/2019,W,48,114.1,98.0,16.1,69.0,2.23,20.4,29.4,76.4,53.8,13.1,53.8,56.6,99.5,57.5
670,SAS,SAS @ NYK,02/24/2019,L,48,119.2,132.7,-13.5,42.9,2.57,13.5,29.6,71.2,50.0,7.1,47.9,54.8,98.5,46.5
671,NYK,NYK vs. SAS,02/24/2019,W,48,132.7,119.2,13.5,50.0,3.57,18.1,28.8,70.4,50.0,7.1,59.2,61.1,98.5,53.5
672,LAC,LAC @ DEN,02/24/2019,L,48,85.7,110.8,-25.1,66.7,1.18,14.0,19.3,72.3,43.3,15.2,36.2,46.5,111.5,33.9
673,TOR,TOR vs. ORL,02/24/2019,L,48,98.0,114.1,-16.1,78.9,2.31,21.1,23.6,70.6,46.2,13.0,47.8,50.4,99.5,42.5
674,UTA,UTA vs. DAL,02/23/2019,W,48,125.0,109.0,16.0,68.3,4.0,20.3,22.2,84.2,56.9,7.0,56.5,62.8,100.0,61.1
675,NOP,NOP vs. LAL,02/23/2019,W,48,115.3,103.6,11.7,62.0,1.72,20.1,27.7,83.3,53.9,16.2,59.9,62.1,111.0,53.9
676,BKN,BKN @ CHA,02/23/2019,W,48,117.0,115.0,2.0,57.5,1.77,16.9,28.6,68.8,48.5,13.0,55.7,59.4,100.0,52.0
677,BOS,BOS @ CHI,02/23/2019,L,48,116.0,126.0,-10.0,57.8,3.71,19.4,20.8,70.7,43.8,7.0,54.3,57.3,100.0,45.6
678,MEM,MEM @ CLE,02/23/2019,L,48,105.9,110.9,-5.0,45.0,1.5,13.3,29.1,64.0,45.7,11.9,47.2,52.3,101.0,47.4
679,DAL,DAL @ UTA,02/23/2019,L,48,109.0,125.0,-16.0,61.0,8.33,18.7,15.8,77.8,43.1,3.0,49.0,51.9,100.0,38.9
680,CLE,CLE vs. MEM,02/23/2019,W,48,110.9,105.9,5.0,64.1,1.32,17.6,36.0,70.9,54.3,18.8,53.4,57.1,101.0,52.6
681,POR,POR @ PHI,02/23/2019,W,48,126.2,112.7,13.5,59.2,2.64,18.7,45.1,80.4,61.9,10.7,52.0,58.2,102.5,57.3
682,DET,DET @ MIA,02/23/2019,W,48,126.6,101.1,25.5,50.0,1.5,16.7,30.0,70.6,52.7,14.9,61.3,65.1,94.5,63.1
683,CHA,CHA vs. BKN,02/23/2019,L,48,115.0,117.0,-2.0,38.5,1.25,11.6,31.3,71.4,51.5,12.0,52.3,58.0,100.0,48.0
684,OKC,OKC vs. SAC,02/23/2019,L,48,105.5,108.2,-2.7,42.5,1.21,11.3,34.3,80.4,55.3,12.7,44.8,49.4,110.0,42.9
685,PHX,PHX @ ATL,02/23/2019,L,48,107.7,114.3,-6.6,61.0,2.08,17.9,20.8,66.7,44.5,11.5,51.1,55.0,104.5,46.8
686,HOU,HOU @ GSW,02/23/2019,W,48,111.3,105.7,5.7,65.0,1.73,17.8,25.9,79.2,52.3,14.2,52.2,57.5,106.0,52.3
687,MIL,MIL vs. MIN,02/23/2019,W,48,134.6,124.3,10.3,56.0,2.55,19.6,31.1,70.9,53.0,10.6,62.6,66.9,103.5,55.6
688,LAL,LAL @ NOP,02/23/2019,L,48,103.6,115.3,-11.7,75.0,1.43,21.9,16.7,72.3,46.1,20.7,60.5,62.2,111.0,46.1
689,SAC,SAC @ OKC,02/23/2019,W,48,108.2,105.5,2.7,54.5,2.67,16.6,19.6,65.7,44.7,8.2,49.0,53.1,110.0,57.1
690,WAS,WAS vs. IND,02/23/2019,L,48,109.8,116.7,-6.9,64.3,1.23,19.6,22.5,64.3,43.9,21.6,61.4,63.5,102.0,47.2
691,CHI,CHI vs. BOS,02/23/2019,W,48,126.0,116.0,10.0,55.3,2.0,18.8,29.3,79.2,56.2,13.0,60.2,64.8,100.0,54.4
692,ATL,ATL vs. PHX,02/23/2019,W,48,114.3,107.7,6.6,57.9,1.57,15.1,33.3,79.2,55.5,13.3,47.8,55.2,104.5,53.2
693,IND,IND @ WAS,02/23/2019,W,48,116.7,109.8,6.9,61.7,1.26,19.9,35.7,77.5,56.1,22.5,63.3,64.2,102.0,52.8
694,MIN,MIN @ MIL,02/23/2019,L,48,124.3,134.6,-10.3,58.0,2.9,19.6,29.1,68.9,47.0,9.7,54.9,57.8,103.5,44.4
695,GSW,GSW vs. HOU,02/23/2019,L,48,105.7,111.3,-5.7,61.9,1.44,18.2,20.8,74.1,47.7,17.0,54.4,56.7,106.0,47.7
696,PHI,PHI vs. POR,02/23/2019,L,48,112.7,126.2,-13.5,66.7,2.55,20.1,19.6,54.9,38.1,10.8,53.4,57.9,102.5,42.7
697,MIA,MIA vs. DET,02/23/2019,L,48,101.1,126.6,-25.5,51.4,1.38,14.2,29.4,70.0,47.3,13.7,47.0,51.1,94.5,36.9
698,LAC,LAC @ MEM,02/22/2019,W,48,105.7,100.0,5.7,60.0,0.88,14.9,32.6,76.3,57.8,22.6,50.7,59.9,106.0,56.4
699,CHA,CHA vs. WAS,02/22/2019,W,48,116.0,103.8,12.3,56.5,1.86,17.8,30.0,76.8,54.7,13.2,54.7,58.2,106.0,56.7
700,CHI,CHI @ ORL,02/22/2019,W,48,112.2,111.2,1.0,45.0,2.25,14.4,18.0,77.3,45.7,8.2,51.1,55.9,98.0,48.0
701,ORL,ORL vs. CHI,02/22/2019,L,48,111.2,112.2,-1.0,61.0,1.79,18.8,22.7,82.0,54.3,14.3,59.3,59.5,98.0,52.0
702,IND,IND vs. NOP,02/22/2019,W,48,120.0,105.7,14.3,63.6,2.55,18.9,27.8,68.4,48.6,10.5,54.8,58.1,105.0,57.8
703,NOP,NOP @ IND,02/22/2019,L,48,105.7,120.0,-14.3,58.1,1.47,17.0,31.6,72.2,51.4,16.2,50.5,52.3,105.0,42.2
704,MEM,MEM vs. LAC,02/22/2019,L,48,100.0,105.7,-5.7,60.6,1.82,14.4,23.7,67.4,42.2,10.4,41.7,50.1,106.0,43.6
705,NYK,NYK vs. MIN,02/22/2019,L,48,100.0,108.5,-8.5,40.5,0.65,11.2,28.8,76.9,52.9,22.1,49.4,53.9,105.0,42.3
706,SAS,SAS @ TOR,02/22/2019,L,48,112.5,117.6,-5.1,62.8,1.93,19.1,23.9,71.4,50.0,13.5,55.1,59.3,103.0,51.8
707,MIN,MIN @ NYK,02/22/2019,W,48,108.5,100.0,8.5,53.7,1.69,15.7,23.1,71.2,47.1,12.3,53.4,56.9,105.0,57.7
708,UTA,UTA @ OKC,02/22/2019,L,58,118.5,119.4,-0.8,63.5,1.32,18.9,37.0,72.7,56.7,20.2,58.1,62.0,102.62,52.4
709,ATL,ATL vs. DET,02/22/2019,L,48,119.6,122.5,-2.9,48.8,1.17,15.6,27.1,71.7,50.5,17.6,60.2,63.3,102.0,48.6
710,DAL,DAL vs. DEN,02/22/2019,L,48,101.0,110.7,-9.7,55.9,1.27,14.2,22.2,60.0,42.9,14.6,46.4,52.8,103.0,43.0
711,WAS,WAS @ CHA,02/22/2019,L,48,103.8,116.0,-12.3,57.1,1.85,16.8,23.2,70.0,45.3,12.3,48.5,52.4,106.0,43.3
712,DEN,DEN @ DAL,02/22/2019,W,48,110.7,101.0,9.7,76.2,2.46,19.9,40.0,77.8,57.1,12.6,47.6,50.0,103.0,57.0
713,DET,DET @ ATL,02/22/2019,W,48,122.5,119.6,2.9,43.5,2.5,14.7,28.3,72.9,49.5,7.8,56.3,58.2,102.0,51.4
714,OKC,OKC vs. UTA,02/22/2019,W,58,119.4,118.5,0.8,52.7,2.64,17.0,27.3,63.0,43.3,8.9,54.2,57.4,102.62,47.6
715,TOR,TOR vs. SAS,02/22/2019,W,48,117.6,112.5,5.1,60.0,2.67,16.9,28.6,76.1,50.0,8.8,50.0,55.5,103.0,48.2
716,BOS,BOS @ MIL,02/21/2019,L,48,97.0,97.0,0.0,48.7,2.71,14.5,22.2,76.9,47.0,7.0,45.1,46.3,100.5,48.6
717,MIA,MIA @ PHI,02/21/2019,L,48,101.0,106.0,-5.0,60.0,3.0,19.4,20.8,71.4,45.1,8.9,51.1,51.4,100.5,46.9
718,SAC,SAC @ GSW,02/21/2019,L,48,109.8,112.6,-2.8,53.5,1.77,15.1,28.3,79.2,52.2,11.6,48.5,54.0,111.5,46.8
719,MIL,MIL vs. BOS,02/21/2019,W,48,97.0,97.0,0.0,56.8,1.31,15.8,23.1,77.8,53.0,15.8,50.0,52.0,100.5,51.4
720,CLE,CLE vs. PHX,02/21/2019,W,48,109.9,98.0,11.9,81.0,1.89,22.8,34.1,75.0,57.0,17.8,57.1,59.2,100.5,58.6
721,GSW,GSW vs. SAC,02/21/2019,W,48,112.6,109.8,2.8,74.4,2.13,20.8,20.8,71.7,47.8,13.5,55.9,59.8,111.5,53.2
722,HOU,HOU @ LAL,02/21/2019,L,48,102.9,106.7,-3.8,45.0,1.2,14.0,16.7,67.3,43.0,14.6,52.3,56.0,103.5,46.1
723,PHI,PHI vs. MIA,02/21/2019,W,48,106.0,101.0,5.0,62.2,1.53,16.8,28.6,79.2,54.9,15.0,49.4,54.4,100.5,53.1
724,POR,POR @ BKN,02/21/2019,W,48,108.7,95.2,13.5,41.3,1.36,13.1,36.7,75.9,55.9,13.5,47.1,50.4,104.0,55.1
725,LAL,LAL vs. HOU,02/21/2019,W,48,106.7,102.9,3.8,57.9,1.22,15.4,32.7,83.3,57.0,17.3,48.8,55.2,103.5,53.9
726,PHX,PHX @ CLE,02/21/2019,L,48,98.0,109.9,-11.9,74.3,1.53,18.7,25.0,65.9,43.0,17.0,47.6,51.6,100.5,41.4
727,BKN,BKN vs. POR,02/21/2019,L,48,95.2,108.7,-13.5,72.2,2.17,18.2,24.1,63.3,44.1,11.5,42.9,47.9,104.0,44.9
728,ATL,ATL vs. NYK,02/14/2019,L,48,93.8,108.2,-14.3,57.6,1.58,14.5,25.0,67.3,44.0,12.4,41.8,45.8,97.5,37.4
729,NYK,NYK @ ATL,02/14/2019,W,48,108.2,93.8,14.3,55.3,1.5,15.6,32.7,75.0,56.0,14.3,52.4,55.5,97.5,62.6
730,CHA,CHA @ ORL,02/14/2019,L,48,89.9,129.6,-39.7,54.5,2.25,13.6,27.9,79.5,49.5,8.1,37.2,42.2,98.5,28.9
731,OKC,OKC @ NOP,02/14/2019,L,48,115.1,121.3,-6.2,54.0,2.08,18.0,29.8,68.9,47.1,12.3,51.9,54.6,107.0,43.0
732,ORL,ORL vs. CHA,02/14/2019,W,48,129.6,89.9,39.7,66.7,4.57,23.0,20.5,72.1,50.5,7.1,61.4,63.6,98.5,71.1
733,NOP,NOP vs. OKC,02/14/2019,W,48,121.3,115.1,6.2,70.0,2.33,22.3,31.1,70.2,52.9,13.9,60.9,63.9,107.0,57.0
734,PHI,PHI @ NYK,02/13/2019,W,48,120.0,107.8,12.2,78.6,2.2,22.3,23.8,68.8,50.9,14.3,59.0,65.0,104.0,62.0
735,SAC,SAC @ DEN,02/13/2019,L,48,110.3,114.3,-4.0,71.4,2.5,20.0,24.1,64.3,44.5,11.2,51.1,56.0,106.0,49.8
736,DEN,DEN vs. SAC,02/13/2019,W,48,114.3,110.3,4.0,57.8,1.86,17.2,35.7,75.9,55.5,13.3,49.5,54.5,106.0,50.2
737,POR,POR vs. GSW,02/13/2019,W,48,135.8,113.8,22.0,55.8,6.0,17.5,35.2,62.1,49.1,4.2,54.8,59.7,94.5,59.4
738,CHI,CHI vs. MEM,02/13/2019,W,48,124.5,111.1,13.4,62.2,2.0,20.6,27.8,81.3,58.3,14.3,61.3,65.8,98.5,53.6
739,CLE,CLE vs. BKN,02/13/2019,L,63,111.2,118.4,-7.2,64.8,2.33,19.4,30.4,62.5,45.9,12.0,52.5,54.3,95.24,45.1
740,BOS,BOS vs. DET,02/13/2019,W,48,116.8,110.0,6.8,71.1,2.0,21.9,28.9,78.4,55.2,15.8,60.2,62.4,100.5,57.5
741,MIA,MIA @ DAL,02/13/2019,W,48,115.5,103.1,12.4,54.5,1.26,18.3,25.0,73.2,53.1,19.6,61.7,63.6,97.5,57.4
742,MIL,MIL @ IND,02/13/2019,W,48,106.0,98.0,8.0,57.9,2.2,16.5,22.6,84.3,52.9,10.0,49.4,53.7,99.5,56.1
743,NYK,NYK vs. PHI,02/13/2019,L,48,107.8,120.0,-12.2,67.5,2.25,18.0,31.3,76.2,49.1,11.7,44.5,49.6,104.0,38.0
744,WAS,WAS @ TOR,02/13/2019,L,48,104.3,115.2,-10.8,73.0,1.5,18.2,13.7,80.0,46.5,15.7,52.4,59.3,113.5,43.2
745,MEM,MEM @ CHI,02/13/2019,L,48,111.1,124.5,-13.4,76.7,3.67,23.4,18.8,72.2,41.7,9.1,54.5,57.0,98.5,46.4
746,MIN,MIN vs. HOU,02/13/2019,W,48,127.4,118.1,9.3,63.3,3.1,22.0,34.9,64.4,52.0,10.5,60.0,62.1,94.5,61.4
747,DAL,DAL vs. MIA,02/13/2019,L,48,103.1,115.5,-12.4,70.6,2.0,17.5,26.8,75.0,46.9,12.2,47.2,51.7,97.5,42.6
748,DET,DET @ BOS,02/13/2019,L,48,110.0,116.8,-6.8,52.8,1.73,14.6,21.6,71.1,44.8,11.0,50.6,55.6,100.5,42.5
749,BKN,BKN @ CLE,02/13/2019,W,63,118.4,111.2,7.2,59.6,1.72,17.3,37.5,69.6,54.1,14.4,54.0,57.8,95.24,54.9
750,IND,IND vs. MIL,02/13/2019,L,48,98.0,106.0,-8.0,59.5,2.0,17.2,15.7,77.4,47.1,11.1,47.7,51.3,99.5,43.9
751,LAC,LAC vs. PHX,02/13/2019,W,48,130.1,104.9,25.2,66.0,3.0,22.8,23.7,75.5,52.9,10.7,66.1,68.9,102.5,64.9
752,TOR,TOR vs. WAS,02/13/2019,W,48,115.2,104.3,10.8,72.7,2.13,20.8,20.0,86.3,53.5,13.4,56.5,61.3,113.5,56.8
753,HOU,HOU @ MIN,02/13/2019,L,48,118.1,127.4,-9.3,57.5,2.09,16.7,35.6,65.1,48.0,11.7,50.5,53.5,94.5,38.6
754,PHX,PHX @ LAC,02/13/2019,L,48,104.9,130.1,-25.2,60.0,1.41,17.4,24.5,76.3,47.1,16.7,51.2,55.2,102.5,35.1
755,GSW,GSW @ POR,02/13/2019,L,48,113.8,135.8,-22.0,66.7,2.89,18.3,37.9,64.8,50.9,9.6,46.9,51.0,94.5,40.6
756,ORL,ORL @ NOP,02/12/2019,W,48,116.8,87.1,29.7,76.2,3.2,21.5,30.2,79.7,56.3,9.9,51.1,56.4,101.0,67.5
757,MEM,MEM vs. SAS,02/12/2019,L,48,109.2,110.2,-1.0,56.8,1.92,18.5,29.8,79.2,56.0,13.3,53.9,55.7,98.0,49.6
758,ATL,ATL vs. LAL,02/12/2019,W,48,105.4,102.7,2.7,72.5,1.38,19.0,27.8,77.6,53.6,18.9,52.2,56.6,110.5,53.2
759,SAS,SAS @ MEM,02/12/2019,W,48,110.2,109.2,1.0,63.9,2.88,17.4,20.8,70.2,44.0,8.2,49.4,54.7,98.0,50.4
760,LAL,LAL @ ATL,02/12/2019,L,48,102.7,105.4,-2.7,61.0,1.47,16.9,22.4,72.2,46.4,15.5,50.5,53.3,110.5,46.8
761,UTA,UTA @ GSW,02/12/2019,L,48,106.9,112.7,-5.8,56.1,1.44,16.9,24.5,87.8,56.1,15.8,52.9,56.1,101.5,44.2
762,PHI,PHI vs. BOS,02/12/2019,L,48,113.5,115.5,-1.9,53.8,1.5,16.5,21.7,81.6,52.6,14.6,54.4,58.2,96.5,47.2
763,NOP,NOP vs. ORL,02/12/2019,L,48,87.1,116.8,-29.7,58.3,1.5,15.8,20.3,69.8,43.8,13.9,43.6,45.1,101.0,32.5
764,BOS,BOS @ PHI,02/12/2019,W,48,115.5,113.5,1.9,58.5,4.8,18.5,18.4,78.3,47.4,5.2,54.0,57.6,96.5,52.8
765,GSW,GSW vs. UTA,02/12/2019,W,48,112.7,106.9,5.8,65.9,4.14,21.2,12.2,75.5,43.9,6.9,56.7,58.5,101.5,55.8
766,TOR,TOR vs. BKN,02/11/2019,W,48,121.0,121.4,-0.4,64.0,2.29,21.3,33.3,83.7,58.8,13.3,59.2,63.0,104.0,54.4
767,MIA,MIA @ DEN,02/11/2019,L,48,87.9,105.1,-17.2,67.6,1.21,17.0,25.5,76.9,51.5,19.2,47.0,48.9,98.5,44.8
768,NYK,NYK @ CLE,02/11/2019,L,48,102.0,105.9,-4.0,50.0,2.1,15.6,22.2,63.8,43.8,9.8,49.5,51.6,101.5,51.6
769,HOU,HOU vs. DAL,02/11/2019,W,48,123.7,107.2,16.5,66.7,2.55,20.6,27.1,80.0,51.1,11.3,59.4,62.1,97.0,57.0
770,POR,POR @ OKC,02/11/2019,L,48,108.8,116.5,-7.7,50.0,1.38,13.4,25.5,79.2,50.5,12.7,47.7,53.5,102.5,44.3
771,OKC,OKC vs. POR,02/11/2019,W,48,116.5,108.8,7.7,56.1,1.92,16.9,20.8,74.5,49.5,11.7,57.0,60.8,102.5,55.7
772,IND,IND vs. CHA,02/11/2019,W,48,113.8,101.1,12.7,65.8,2.08,21.0,18.4,60.9,45.1,13.8,56.8,60.8,88.0,59.8
773,MIN,MIN vs. LAC,02/11/2019,W,48,126.2,117.6,8.6,59.6,2.15,18.8,38.3,75.7,54.8,12.6,55.6,61.4,102.5,56.2
774,WAS,WAS @ DET,02/11/2019,L,48,113.1,121.0,-7.9,73.8,2.21,22.6,15.6,69.8,42.0,14.1,58.3,60.6,99.5,47.5
775,LAC,LAC @ MIN,02/11/2019,L,48,117.6,126.2,-8.6,64.9,1.14,17.8,24.3,61.7,45.2,20.6,59.7,67.3,102.5,43.8
776,BKN,BKN @ TOR,02/11/2019,L,48,121.4,121.0,0.4,71.7,2.2,23.1,16.3,66.7,41.2,14.6,63.6,65.2,104.0,45.6
777,CHA,CHA @ IND,02/11/2019,L,48,101.1,113.8,-12.7,51.7,2.14,11.6,39.1,81.6,54.9,7.9,36.1,43.1,88.0,40.2
778,DAL,DAL @ HOU,02/11/2019,L,48,107.2,123.7,-16.5,60.0,1.17,16.8,20.0,72.9,48.9,18.6,56.8,61.3,97.0,43.0
779,DEN,DEN vs. MIA,02/11/2019,W,48,105.1,87.9,17.2,71.1,1.8,19.7,23.1,74.5,48.5,15.3,51.7,54.4,98.5,55.2
780,CLE,CLE vs. NYK,02/11/2019,W,48,105.9,102.0,4.0,52.6,1.11,14.1,36.2,77.8,56.3,17.8,47.4,51.8,101.5,48.4
781,DET,DET vs. WAS,02/11/2019,W,48,121.0,113.1,7.9,56.8,1.56,18.1,30.2,84.4,58.0,16.0,60.6,64.2,99.5,52.5
782,CHI,CHI vs. MIL,02/11/2019,L,48,94.3,106.7,-12.4,64.9,1.71,16.7,25.4,84.1,50.5,13.3,43.2,47.6,105.0,40.7
783,MIL,MIL @ CHI,02/11/2019,W,48,106.7,94.3,12.4,63.2,1.41,17.6,15.9,74.6,49.5,16.2,55.0,60.4,105.0,59.3
784,PHI,PHI vs. LAL,02/10/2019,W,48,134.9,112.1,22.8,58.9,4.13,22.4,18.6,75.0,48.4,7.5,63.9,67.0,106.5,59.4
785,GSW,GSW vs. MIA,02/10/2019,W,48,122.4,120.4,2.0,63.6,2.33,20.6,23.8,54.2,41.6,12.2,61.6,64.2,98.0,54.0
786,MIA,MIA @ GSW,02/10/2019,L,48,120.4,122.4,-2.0,66.7,2.0,20.4,45.8,76.2,58.4,16.3,54.3,54.4,98.0,46.0
787,ORL,ORL @ ATL,02/10/2019,W,48,125.3,110.2,15.0,67.4,3.63,20.3,33.3,88.6,59.8,8.1,54.4,60.0,98.5,56.9
788,ATL,ATL vs. ORL,02/10/2019,L,48,110.2,125.3,-15.0,73.0,2.45,20.8,11.4,66.7,40.2,11.2,54.4,59.3,98.5,43.1
789,PHX,PHX @ SAC,02/10/2019,L,48,98.1,109.3,-11.2,57.9,1.29,15.2,29.8,77.4,52.7,16.0,45.1,49.9,106.5,38.4
790,SAC,SAC vs. PHX,02/10/2019,W,48,109.3,98.1,11.2,68.4,2.17,18.1,22.6,70.2,47.3,11.2,50.6,56.6,106.5,61.6
791,LAL,LAL @ PHI,02/10/2019,L,48,112.1,134.9,-22.8,64.6,1.94,20.7,25.0,81.4,51.6,15.0,57.0,59.2,106.5,40.6
792,DAL,DAL vs. POR,02/10/2019,W,48,102.0,102.0,0.0,55.6,1.25,14.7,30.2,67.4,47.5,16.0,48.3,52.5,99.5,46.7
