,Team,Match Up,Game Date,W/L,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,ASTRatio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE
14,MIL,MIL vs. OKC,04/10/2019,L,48,105.5,114.4,-9.0,62.8,1.8,17.8,25.0,83.3,52.6,13.6,50.5,53.1,110.5,44.0
15,DEN,DEN vs. MIN,04/10/2019,W,48,103.1,99.0,4.2,59.0,1.77,17.4,25.5,83.3,55.2,13.5,50.6,52.4,96.0,56.2
16,POR,POR vs. SAC,04/10/2019,W,48,137.4,131.0,6.4,35.8,1.46,14.2,39.0,66.0,53.4,13.1,65.9,67.5,99.5,52.0
17,UTA,UTA @ LAC,04/10/2019,L,53,115.1,119.2,-4.0,66.0,1.82,18.1,33.9,75.0,53.4,14.3,50.9,56.8,108.23,48.4
18,BKN,BKN vs. MIA,04/10/2019,W,48,104.6,87.0,17.6,67.4,2.42,18.2,30.6,81.3,54.4,11.1,46.9,48.3,108.0,56.7
19,LAC,LAC vs. UTA,04/10/2019,W,53,119.2,115.1,4.0,63.0,2.83,20.2,25.0,66.1,46.6,10.0,56.6,60.0,108.23,51.6
20,MEM,MEM vs. GSW,04/10/2019,W,48,130.7,115.8,14.9,52.1,2.27,17.5,34.6,74.5,53.5,10.9,59.7,62.3,101.0,53.3
21,SAC,SAC @ POR,04/10/2019,L,48,131.0,137.4,-6.4,50.0,2.5,17.9,34.0,61.0,46.6,10.0,61.5,63.6,99.5,48.0
22,MIA,MIA vs. PHI,04/09/2019,W,48,116.2,95.2,21.0,63.0,1.93,20.3,20.5,69.0,48.0,14.3,60.3,62.8,104.5,60.9
23,OKC,OKC vs. HOU,04/09/2019,W,48,116.7,115.6,1.0,50.0,1.67,14.5,38.6,79.2,58.2,12.5,50.0,53.4,96.0,50.5
24,LAL,LAL vs. POR,04/09/2019,L,48,102.0,105.1,-3.0,72.5,1.71,19.5,39.3,70.4,54.5,17.2,47.9,49.8,99.0,48.6
25,MIN,MIN vs. TOR,04/09/2019,L,48,97.1,116.5,-19.4,68.4,2.17,19.0,14.3,72.1,39.4,11.7,48.9,51.5,103.0,41.6
26,WAS,WAS vs. BOS,04/09/2019,L,48,104.8,111.5,-6.8,68.3,1.87,18.7,31.6,78.0,55.2,14.3,49.5,52.4,104.5,47.8
27,CHA,CHA @ CLE,04/09/2019,W,48,134.8,105.4,29.3,77.8,3.5,26.1,19.4,69.4,48.2,10.9,71.8,72.5,92.0,65.5
28,PHX,PHX @ DAL,04/09/2019,L,48,102.8,113.2,-10.4,55.3,1.5,15.4,15.8,63.6,39.3,13.2,50.6,54.3,106.0,44.1
29,DEN,DEN @ UTA,04/09/2019,L,48,110.2,119.2,-9.0,58.5,3.43,18.6,15.7,71.8,40.0,7.1,53.4,55.3,98.5,42.3
30,UTA,UTA vs. DEN,04/09/2019,W,48,119.2,110.2,9.0,58.5,1.6,17.9,28.2,84.3,60.0,15.2,59.0,63.5,98.5,57.7
31,CLE,CLE vs. CHA,04/09/2019,L,48,105.4,134.8,-29.3,60.0,1.71,18.3,30.6,80.6,51.8,15.2,51.1,52.4,92.0,34.5
32,HOU,HOU @ OKC,04/09/2019,L,48,115.6,116.7,-1.0,47.4,1.64,14.5,20.8,61.4,41.8,11.5,53.4,57.3,96.0,49.5
33,DET,DET vs. MEM,04/09/2019,W,48,108.7,101.1,7.6,45.7,1.78,12.6,32.8,70.3,47.4,9.8,45.5,49.8,92.0,50.2
34,NYK,NYK @ CHI,04/09/2019,W,48,99.0,89.6,9.4,45.9,1.89,13.5,22.0,85.0,53.8,9.3,47.3,48.6,96.5,56.3
35,MEM,MEM @ DET,04/09/2019,L,48,101.1,108.7,-7.6,57.6,0.86,15.6,29.7,67.2,52.6,23.9,55.1,59.4,92.0,49.8
36,PHI,PHI @ MIA,04/09/2019,L,48,95.2,116.2,-21.0,55.0,1.47,15.3,31.0,79.5,52.0,14.4,43.4,47.1,104.5,39.1
37,NOP,NOP vs. GSW,04/09/2019,L,48,99.0,108.7,-9.7,65.9,2.9,20.3,17.2,77.6,44.9,9.6,49.0,49.8,103.5,45.7
38,BOS,BOS @ WAS,04/09/2019,W,48,111.5,104.8,6.8,60.0,4.5,18.8,22.0,68.4,44.8,5.8,53.0,53.2,104.5,52.2
39,DAL,DAL vs. PHX,04/09/2019,W,48,113.2,102.8,10.4,68.3,1.27,18.2,36.4,84.2,60.7,20.8,53.8,58.3,106.0,55.9
40,POR,POR @ LAL,04/09/2019,W,48,105.1,102.0,3.0,48.6,1.29,13.5,29.6,60.7,45.5,14.1,47.2,52.2,99.0,51.4
41,CHI,CHI vs. NYK,04/09/2019,L,48,89.6,99.0,-9.4,46.7,2.0,11.8,15.0,78.0,46.2,7.3,40.4,44.9,96.5,43.7
42,GSW,GSW @ NOP,04/09/2019,W,48,108.7,99.0,9.7,58.1,1.67,18.0,22.4,82.8,55.1,14.6,55.1,57.0,103.5,54.3
43,TOR,TOR @ MIN,04/09/2019,W,48,116.5,97.1,19.4,52.2,1.33,17.4,27.9,85.7,60.6,17.5,61.4,62.8,103.0,58.4
44,TOR,TOR vs. MIA,04/07/2019,W,53,109.3,102.8,6.5,66.7,2.36,18.7,14.0,74.2,47.3,10.3,54.0,59.2,96.45,55.8
45,LAL,LAL vs. UTA,04/07/2019,W,48,116.5,112.4,4.1,60.9,1.65,19.3,44.4,72.9,59.1,17.5,55.6,57.5,97.0,51.7
46,ORL,ORL @ BOS,04/07/2019,W,48,112.6,104.9,7.8,70.7,1.81,19.9,28.6,81.3,54.6,15.5,52.2,58.2,103.0,53.9
47,NOP,NOP @ SAC,04/07/2019,W,48,125.5,119.4,6.0,53.8,1.75,18.7,32.7,68.9,52.7,15.1,60.9,62.6,107.0,52.0
48,MIL,MIL vs. ATL,04/07/2019,W,48,106.5,99.1,7.4,47.5,1.36,13.7,23.2,81.3,54.2,13.0,48.9,54.3,108.0,60.0
49,MIA,MIA @ TOR,04/07/2019,L,53,102.8,109.3,-6.5,65.9,2.25,18.2,25.8,86.0,52.7,11.3,47.5,50.3,96.45,44.2
50,NYK,NYK vs. WAS,04/07/2019,W,48,115.3,112.2,3.1,58.5,1.6,18.6,20.0,62.3,45.5,15.3,61.9,63.9,98.0,53.4
51,GSW,GSW vs. LAC,04/07/2019,W,48,123.6,98.1,25.5,64.2,3.09,22.5,23.9,81.3,53.2,10.4,60.8,63.2,106.0,64.7
52,DAL,DAL @ MEM,04/07/2019,W,53,118.3,116.5,1.8,68.9,4.43,20.4,23.2,74.1,49.1,6.4,52.0,57.1,98.72,50.4
53,OKC,OKC @ MIN,04/07/2019,W,48,128.2,123.5,4.6,56.3,1.93,18.5,35.6,79.1,56.8,13.6,59.8,63.8,102.5,49.9
54,MIN,MIN vs. OKC,04/07/2019,L,48,123.5,128.2,-4.6,63.0,2.23,20.9,20.9,64.4,43.2,12.7,60.0,64.4,102.5,50.1
55,PHX,PHX @ HOU,04/07/2019,L,48,106.6,140.6,-34.0,60.5,2.0,18.2,21.2,72.5,46.6,12.3,52.2,55.3,106.0,37.3
56,UTA,UTA @ LAL,04/07/2019,L,48,112.4,116.5,-4.1,65.8,2.27,18.5,27.1,55.6,40.9,11.3,53.0,56.6,97.0,48.3
57,LAC,LAC @ GSW,04/07/2019,L,48,98.1,123.6,-25.5,68.4,1.3,18.6,18.8,76.1,46.8,18.9,54.4,56.7,106.0,35.3
58,CLE,CLE vs. SAS,04/07/2019,L,48,91.8,114.3,-22.4,51.6,0.89,12.8,25.5,68.3,44.6,18.4,44.3,49.5,98.0,34.8
59,ATL,ATL @ MIL,04/07/2019,L,48,99.1,106.5,-7.4,62.5,2.27,17.4,18.8,76.8,45.8,10.2,48.5,49.4,108.0,40.0
60,IND,IND vs. BKN,04/07/2019,L,48,99.0,111.3,-12.4,65.9,2.08,20.9,13.0,65.4,40.8,13.4,54.1,54.5,97.0,45.0
61,MEM,MEM vs. DAL,04/07/2019,L,53,116.5,118.3,-1.8,76.2,3.56,20.5,25.9,76.8,50.9,8.3,52.6,57.6,98.72,49.6
62,BKN,BKN @ IND,04/07/2019,W,48,111.3,99.0,12.4,57.5,1.44,16.7,34.6,87.0,59.2,16.5,51.7,55.3,97.0,55.0
63,POR,POR vs. DEN,04/07/2019,W,48,111.7,104.9,6.8,53.7,1.38,15.5,34.7,77.6,57.9,15.5,51.1,56.5,103.0,57.7
64,DET,DET vs. CHA,04/07/2019,L,48,101.1,116.9,-15.7,58.8,2.22,15.4,33.9,70.4,51.3,10.0,42.4,46.1,89.5,43.7
65,DEN,DEN @ POR,04/07/2019,L,48,104.9,111.7,-6.8,57.1,2.18,17.1,22.4,65.3,42.1,10.7,51.1,52.0,103.0,42.3
66,SAC,SAC vs. NOP,04/07/2019,L,48,119.4,125.5,-6.0,54.0,4.5,17.6,31.1,67.3,47.3,5.6,53.2,55.4,107.0,48.0
67,WAS,WAS @ NYK,04/07/2019,L,48,112.2,115.3,-3.1,55.8,2.67,16.7,37.7,80.0,54.5,9.2,46.6,49.6,98.0,46.6
68,BOS,BOS vs. ORL,04/07/2019,L,48,104.9,112.6,-7.8,66.7,2.0,20.0,18.8,71.4,45.4,13.6,53.9,56.7,103.0,46.1
69,SAS,SAS @ CLE,04/07/2019,W,48,114.3,91.8,22.4,62.8,1.5,19.7,31.7,74.5,55.4,18.4,57.9,61.1,98.0,65.2
70,HOU,HOU vs. PHX,04/07/2019,W,48,140.6,106.6,34.0,64.2,3.78,22.1,27.5,78.8,53.4,8.5,66.5,68.2,106.0,62.7
71,CHA,CHA @ DET,04/07/2019,W,48,116.9,101.1,15.7,60.5,3.29,18.0,29.6,66.1,48.7,7.9,48.9,53.0,89.5,56.3
72,BKN,BKN @ MIL,04/06/2019,W,48,129.1,124.3,4.9,52.1,2.5,17.5,27.8,76.2,49.0,9.7,59.3,62.1,103.0,48.4
73,PHI,PHI @ CHI,04/06/2019,W,48,119.6,99.0,20.6,54.3,2.5,18.5,29.8,84.6,58.6,10.3,57.4,58.3,97.0,62.0
74,MIL,MIL vs. BKN,04/06/2019,L,48,124.3,129.1,-4.9,57.1,2.0,20.0,23.8,72.2,51.0,13.6,64.8,65.8,103.0,51.6
75,CHI,CHI vs. PHI,04/06/2019,L,48,99.0,119.6,-20.6,57.9,2.75,17.3,15.4,70.2,41.4,8.2,47.2,50.2,97.0,38.0
76,BOS,BOS @ IND,04/05/2019,W,48,117.0,99.0,18.0,56.3,2.45,19.7,23.9,77.6,53.8,11.0,56.0,59.1,99.0,61.6
77,HOU,HOU vs. NYK,04/05/2019,W,48,113.2,91.4,21.8,60.5,4.33,18.3,18.3,86.3,49.5,5.7,53.5,55.3,105.5,56.2
78,MIN,MIN vs. MIA,04/05/2019,W,48,108.8,107.9,0.9,58.1,1.32,17.9,30.4,77.3,53.3,18.6,54.7,58.3,101.5,52.1
79,ORL,ORL vs. ATL,04/05/2019,W,48,134.2,102.7,31.5,62.5,1.84,22.4,27.5,79.3,58.2,17.1,70.7,72.3,110.5,65.0
80,SAS,SAS @ WAS,04/05/2019,W,48,134.4,116.7,17.7,66.7,3.78,23.6,34.1,71.7,54.0,9.4,61.5,64.6,96.0,59.2
81,UTA,UTA vs. SAC,04/05/2019,W,48,112.3,93.3,18.9,68.2,1.88,20.8,20.0,69.6,47.5,15.1,60.6,62.0,105.5,64.8
82,TOR,TOR @ CHA,04/05/2019,L,48,116.8,118.9,-2.1,62.8,1.93,20.9,20.0,80.4,53.8,14.7,59.4,62.5,95.0,50.7
83,CLE,CLE @ GSW,04/05/2019,L,48,112.9,121.2,-8.3,48.8,3.0,15.0,32.7,90.2,57.3,6.9,47.9,53.2,100.0,49.2
84,CHA,CHA vs. TOR,04/05/2019,W,48,118.9,116.8,2.1,63.6,4.0,21.2,19.6,80.0,46.2,7.4,53.7,56.4,95.0,49.3
85,LAC,LAC vs. LAL,04/05/2019,L,48,108.3,110.9,-2.6,72.5,2.23,19.7,19.2,69.6,45.4,12.0,49.5,55.9,109.0,48.5
86,POR,POR @ DEN,04/05/2019,L,48,115.8,125.3,-9.5,57.1,1.6,17.6,36.2,68.2,51.6,15.8,54.7,58.0,95.0,43.0
87,WAS,WAS vs. SAS,04/05/2019,L,48,116.7,134.4,-17.7,52.4,2.2,16.8,28.3,65.9,46.0,10.4,52.8,57.3,96.0,40.8
88,PHX,PHX vs. NOP,04/05/2019,W,53,123.1,120.0,3.1,52.9,3.86,17.8,30.9,61.4,46.4,6.5,55.8,58.7,96.45,55.0
89,GSW,GSW vs. CLE,04/05/2019,W,48,121.2,112.9,8.3,63.0,2.23,22.0,9.8,67.3,42.7,13.1,64.4,66.3,100.0,50.8
90,ATL,ATL @ ORL,04/05/2019,L,48,102.7,134.2,-31.5,51.2,1.5,14.7,20.7,72.5,41.8,12.7,48.9,52.5,110.5,35.0
91,SAC,SAC @ UTA,04/05/2019,L,48,93.3,112.3,-18.9,44.7,0.94,12.3,30.4,80.0,52.5,17.1,44.0,47.6,105.5,35.2
92,NYK,NYK @ HOU,04/05/2019,L,48,91.4,113.2,-21.8,59.5,1.38,16.4,13.7,81.7,50.5,15.2,48.8,51.1,105.5,43.8
93,DAL,DAL vs. MEM,04/05/2019,L,48,112.0,122.0,-10.0,68.3,3.11,19.6,25.9,70.0,46.3,9.0,51.6,53.2,100.0,43.6
94,DET,DET @ OKC,04/05/2019,L,48,106.8,119.4,-12.6,57.1,1.43,15.4,14.6,53.6,35.6,13.6,52.5,58.1,103.0,43.0
95,NOP,NOP @ PHX,04/05/2019,L,53,120.0,123.1,-3.1,57.1,1.87,18.1,38.6,69.1,53.6,14.3,52.5,55.8,96.45,45.0
96,MIA,MIA @ MIN,04/05/2019,L,48,107.9,108.8,-0.9,53.3,1.41,17.9,22.7,69.6,46.7,16.8,56.8,58.4,101.5,47.9
97,DEN,DEN vs. POR,04/05/2019,W,48,125.3,115.8,9.5,62.8,2.7,19.9,31.8,63.8,48.4,10.5,55.4,61.5,95.0,57.0
98,IND,IND vs. BOS,04/05/2019,L,48,99.0,117.0,-18.0,63.2,2.18,17.8,22.4,76.1,46.2,11.2,46.7,48.3,99.0,38.4
99,OKC,OKC vs. DET,04/05/2019,W,48,119.4,106.8,12.6,62.5,1.76,18.9,46.4,85.4,64.4,16.5,53.5,55.6,103.0,57.0
100,MEM,MEM @ DAL,04/05/2019,W,48,122.0,112.0,10.0,65.2,3.0,20.7,30.0,74.1,53.7,10.0,56.3,59.2,100.0,56.4
101,LAL,LAL @ LAC,04/05/2019,W,48,110.9,108.3,2.6,65.1,2.0,18.1,30.4,80.8,54.6,12.7,52.1,56.5,109.0,51.5
102,GSW,GSW @ LAL,04/04/2019,W,48,103.8,85.7,18.1,69.8,2.0,20.5,21.4,62.9,44.4,14.4,53.1,53.9,104.5,57.5
103,CLE,CLE @ SAC,04/04/2019,L,48,105.1,118.2,-13.1,45.5,0.91,15.5,25.0,80.8,56.5,22.2,61.1,61.2,99.0,45.1
104,LAL,LAL vs. GSW,04/04/2019,L,48,85.7,103.8,-18.1,67.6,1.39,16.0,37.1,78.6,55.6,17.1,39.4,40.8,104.5,42.5
105,PHI,PHI vs. MIL,04/04/2019,L,48,107.0,113.3,-6.3,80.0,2.77,23.1,11.8,77.8,45.7,11.4,56.8,59.3,113.5,49.4
106,SAC,SAC vs. CLE,04/04/2019,W,48,118.2,105.1,13.1,58.3,4.0,20.7,19.2,75.0,43.5,7.1,56.7,57.7,99.0,54.9
107,MIL,MIL @ PHI,04/04/2019,W,48,113.3,107.0,6.3,61.9,2.36,17.2,22.2,88.2,54.3,9.7,51.6,57.2,113.5,50.6
108,ATL,ATL vs. PHI,04/03/2019,W,48,126.2,118.4,7.8,60.4,2.64,20.1,27.7,54.1,42.6,10.7,58.7,62.3,103.0,55.5
109,WAS,WAS vs. CHI,04/03/2019,L,48,108.6,109.5,-1.0,53.3,2.0,16.7,26.8,70.5,46.0,11.4,49.0,52.6,105.0,48.2
110,MIN,MIN @ DAL,04/03/2019,W,48,111.1,108.0,3.1,61.9,2.6,19.8,13.0,67.9,42.4,10.1,54.7,58.0,99.5,50.7
111,DAL,DAL vs. MIN,04/03/2019,L,48,108.0,111.1,-3.1,60.5,2.0,18.3,32.1,87.0,57.6,13.0,49.5,52.8,99.5,49.3
112,PHI,PHI @ ATL,04/03/2019,L,48,118.4,126.2,-7.8,60.0,2.08,17.1,45.9,72.3,57.4,12.6,51.0,53.2,103.0,44.5
113,SAS,SAS @ DEN,04/03/2019,L,48,92.4,121.5,-29.1,48.4,1.36,12.6,22.6,65.1,41.7,12.0,41.4,46.2,92.5,33.6
114,MIA,MIA vs. BOS,04/03/2019,L,48,105.2,113.1,-8.0,64.1,1.67,17.4,36.7,73.8,52.0,15.5,47.4,49.1,98.0,40.1
115,POR,POR vs. MEM,04/03/2019,W,48,122.1,93.7,28.4,58.3,2.0,19.9,38.0,84.0,61.0,14.7,56.4,57.4,95.0,62.6
116,DET,DET vs. IND,04/03/2019,L,48,92.7,111.3,-18.6,67.7,1.05,15.8,30.2,69.2,49.5,20.8,45.6,49.1,96.5,35.2
117,HOU,HOU @ LAC,04/03/2019,W,48,128.6,99.0,29.5,46.8,1.38,15.6,31.8,76.5,55.8,15.2,63.6,67.0,104.5,59.7
118,LAC,LAC vs. HOU,04/03/2019,L,48,99.0,128.6,-29.5,71.1,1.42,18.9,23.5,68.2,44.2,18.3,51.2,53.8,104.5,40.3
119,CHA,CHA @ NOP,04/03/2019,W,48,111.7,106.9,4.8,50.0,1.73,14.1,25.5,78.7,50.0,10.7,48.9,55.2,102.5,53.8
120,BOS,BOS @ MIA,04/03/2019,W,48,113.1,105.2,8.0,65.8,2.08,18.5,26.2,63.3,48.0,12.1,53.1,59.8,98.0,59.9
121,DEN,DEN vs. SAS,04/03/2019,W,48,121.5,92.4,29.1,87.2,2.73,27.5,34.9,77.4,58.3,16.1,60.9,61.2,92.5,66.4
122,PHX,PHX vs. UTA,04/03/2019,L,48,100.0,121.6,-21.6,50.0,2.1,16.3,22.0,74.3,43.5,10.3,48.9,50.1,97.0,34.9
123,NYK,NYK @ ORL,04/03/2019,L,48,100.0,114.0,-14.0,55.3,1.75,16.3,16.3,57.1,38.1,12.0,48.2,53.1,100.0,45.5
124,TOR,TOR @ BKN,04/03/2019,W,48,111.7,102.9,8.7,65.9,4.14,19.5,29.0,77.6,50.5,6.8,49.0,51.7,102.5,54.5
125,ORL,ORL vs. NYK,04/03/2019,W,48,114.0,100.0,14.0,64.4,2.07,19.0,42.9,83.7,61.9,14.0,51.0,52.9,100.0,54.5
126,BKN,BKN vs. TOR,04/03/2019,L,48,102.9,111.7,-8.7,56.1,1.44,16.9,22.4,71.0,49.5,15.7,53.5,55.1,102.5,45.5
127,NOP,NOP vs. CHA,04/03/2019,L,48,106.9,111.7,-4.8,62.5,1.32,18.4,21.3,74.5,50.0,18.6,55.9,58.9,102.5,46.2
128,CHI,CHI @ WAS,04/03/2019,W,48,109.5,108.6,1.0,45.8,1.1,15.7,29.5,73.2,54.0,19.0,56.1,59.0,105.0,51.8
129,UTA,UTA @ PHX,04/03/2019,W,48,121.6,100.0,21.6,68.2,1.5,22.1,25.7,78.0,56.5,20.6,67.5,69.5,97.0,65.1
130,MEM,MEM @ POR,04/03/2019,L,48,93.7,122.1,-28.4,64.5,1.54,16.4,16.0,62.0,39.0,13.7,45.6,50.4,95.0,37.4
131,IND,IND @ DET,04/03/2019,W,48,111.3,92.7,18.6,72.1,2.82,21.5,30.8,69.8,50.5,11.3,50.0,53.1,96.5,64.8
132,DEN,DEN @ GSW,04/02/2019,L,48,97.1,109.4,-12.3,63.9,1.44,15.6,29.7,66.7,45.0,15.2,41.1,46.9,105.5,39.9
133,ATL,ATL @ SAS,04/02/2019,L,48,108.8,113.6,-4.8,60.5,2.36,18.4,22.8,82.9,48.0,10.8,52.1,54.0,102.5,46.5
134,OKC,OKC vs. LAL,04/02/2019,W,48,116.7,101.0,15.7,70.2,2.75,21.0,36.7,76.1,53.8,11.8,52.5,53.7,102.0,60.9
135,HOU,HOU @ SAC,04/02/2019,W,48,131.3,107.1,24.2,65.2,4.29,21.7,20.0,67.9,45.3,7.1,62.8,64.1,98.5,59.6
136,SAS,SAS vs. ATL,04/02/2019,W,48,113.6,108.8,4.8,54.8,1.35,17.4,17.1,77.2,52.0,16.5,61.3,65.2,102.5,53.5
137,SAC,SAC vs. HOU,04/02/2019,L,48,107.1,131.3,-24.2,45.2,1.73,14.1,32.1,80.0,54.7,11.2,47.9,50.6,98.5,40.4
138,GSW,GSW vs. DEN,04/02/2019,W,48,109.4,97.1,12.3,72.0,1.5,22.9,33.3,70.3,55.0,22.6,61.4,60.7,105.5,60.1
139,LAL,LAL @ OKC,04/02/2019,L,48,101.0,116.7,-15.7,65.0,1.13,18.8,23.9,63.3,46.2,22.5,57.1,58.3,102.0,39.1
140,DET,DET @ IND,04/01/2019,L,48,105.2,113.3,-8.1,55.3,1.4,15.7,30.2,73.0,47.8,15.5,50.0,52.9,97.5,38.9
141,NYK,NYK vs. CHI,04/01/2019,W,48,117.7,109.4,8.3,64.9,1.41,18.6,22.0,69.6,49.5,17.7,62.2,66.5,96.0,54.7
142,MIA,MIA @ BOS,04/01/2019,L,48,105.0,111.1,-6.1,67.5,1.8,19.4,26.0,71.9,50.5,15.0,51.1,54.7,99.5,51.9
143,BOS,BOS vs. MIA,04/01/2019,W,48,111.1,105.0,6.1,69.4,1.92,17.9,28.1,74.0,49.5,13.1,48.9,54.2,99.5,48.1
144,UTA,UTA vs. CHA,04/01/2019,W,48,109.9,101.0,8.9,78.9,1.67,21.4,22.7,75.4,52.5,17.8,57.6,61.4,101.0,57.1
145,CHI,CHI @ NYK,04/01/2019,L,48,109.4,117.7,-8.3,47.6,2.86,15.0,30.4,78.0,50.5,7.3,46.8,50.4,96.0,45.3
146,TOR,TOR vs. ORL,04/01/2019,W,48,122.2,107.9,14.3,73.8,2.21,22.5,18.2,71.2,46.9,14.1,61.3,64.6,100.0,53.7
147,PHX,PHX vs. CLE,04/01/2019,W,48,125.8,115.3,10.5,60.9,2.0,21.1,20.0,63.8,45.9,14.4,62.5,65.7,97.5,58.9
148,MIL,MIL @ BKN,04/01/2019,W,48,115.9,106.1,9.8,59.6,1.87,18.8,16.0,63.2,41.1,13.3,55.9,61.1,113.5,59.2
149,POR,POR @ MIN,04/01/2019,W,48,130.7,120.8,9.9,62.0,2.21,20.9,36.4,70.0,54.3,13.9,63.2,65.0,101.0,54.7
150,CHA,CHA @ UTA,04/01/2019,L,48,101.0,109.9,-8.9,41.7,1.36,11.7,24.6,77.3,47.5,10.9,43.9,49.6,101.0,42.9
151,DAL,DAL vs. PHI,04/01/2019,W,48,115.1,95.3,19.8,63.0,3.22,19.7,21.4,76.2,50.4,8.5,53.6,56.0,106.5,59.5
152,PHI,PHI @ DAL,04/01/2019,L,48,95.3,115.1,-19.8,55.6,1.67,14.2,23.8,78.6,49.6,11.2,41.9,47.6,106.5,40.5
153,IND,IND vs. DET,04/01/2019,W,48,113.3,105.2,8.1,64.3,1.59,20.1,27.0,69.8,52.2,17.3,61.0,64.0,97.5,61.1
154,BKN,BKN vs. MIL,04/01/2019,L,48,106.1,115.9,-9.8,48.7,0.83,12.3,36.8,84.0,58.9,20.2,50.0,55.5,113.5,40.8
155,ORL,ORL @ TOR,04/01/2019,L,48,107.9,122.2,-14.3,74.4,2.46,21.8,28.8,81.8,53.1,12.9,52.7,54.7,100.0,46.3
156,MIN,MIN vs. POR,04/01/2019,L,48,120.8,130.7,-9.9,61.7,3.22,20.0,30.0,63.6,45.7,8.9,54.7,58.5,101.0,45.3
157,CLE,CLE @ PHX,04/01/2019,L,48,115.3,125.8,-10.5,37.8,1.89,12.5,36.2,80.0,54.1,9.2,49.5,52.0,97.5,41.1
158,CHA,CHA @ GSW,03/31/2019,L,48,91.8,141.2,-49.4,80.0,2.18,17.9,21.8,63.9,38.5,11.2,40.0,46.9,97.5,29.5
159,SAS,SAS vs. SAC,03/31/2019,L,48,112.8,118.9,-6.2,54.5,2.18,17.8,32.1,72.7,50.5,11.7,51.1,52.9,94.5,44.3
160,WAS,WAS @ DEN,03/31/2019,W,48,96.0,90.9,5.1,64.9,2.0,17.6,21.7,75.8,49.2,12.1,43.5,47.1,99.0,54.3
161,GSW,GSW vs. CHA,03/31/2019,W,48,141.2,91.8,49.4,77.4,2.73,27.2,36.1,78.2,61.5,15.5,72.2,73.4,97.5,70.5
162,MEM,MEM @ LAC,03/31/2019,L,48,92.3,108.7,-16.3,68.8,1.57,16.2,18.2,75.6,42.7,13.5,42.4,49.1,104.0,38.5
163,ATL,ATL vs. MIL,03/31/2019,W,53,114.3,115.4,-1.1,69.2,4.0,20.7,28.2,63.8,45.7,7.6,53.4,54.2,106.87,52.8
164,DEN,DEN vs. WAS,03/31/2019,L,48,90.9,96.0,-5.1,51.4,1.64,13.6,24.2,78.3,50.8,11.1,41.4,44.2,99.0,45.7
165,SAC,SAC @ SAS,03/31/2019,W,48,118.9,112.8,6.2,51.3,1.67,15.9,27.3,67.9,49.5,12.6,54.9,60.5,94.5,55.7
166,NOP,NOP vs. LAL,03/31/2019,L,48,92.7,118.2,-25.5,50.0,0.79,13.9,18.8,78.2,50.5,21.8,50.6,55.3,110.0,38.0
