,Team,Match Up,Game Date,W/L,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,ASTRatio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE
43,LAC,LAC @ ATL,04/24/2012,L,48,112.1,118.5,-6.4,45.0,1.29,15.0,27.3,59.1,43.2,15.4,55.0,57.4,91.5,46.7
44,OKC,OKC vs. SAC,04/24/2012,W,48,121.6,113.4,8.2,57.9,1.57,16.4,32.6,78.0,54.0,14.4,52.5,60.9,97.0,51.5
45,NOH,NOH @ GSW,04/24/2012,W,48,97.6,94.2,3.5,71.0,1.57,18.0,32.6,66.0,49.5,16.5,45.1,49.0,85.5,55.3
46,UTA,UTA vs. PHX,04/24/2012,W,48,101.0,88.0,13.0,62.2,1.77,16.7,30.2,80.0,55.6,13.1,44.8,50.1,99.5,62.5
47,GSW,GSW vs. NOH,04/24/2012,L,48,94.2,97.6,-3.5,54.5,1.2,15.1,34.0,67.4,50.5,17.4,45.6,47.8,85.5,44.7
48,MIA,MIA @ BOS,04/24/2012,L,48,75.0,86.7,-11.7,71.4,0.8,16.7,26.1,80.0,52.7,28.4,42.5,43.4,89.0,38.9
49,PHX,PHX @ UTA,04/24/2012,L,48,88.0,101.0,-13.0,52.9,1.2,14.3,20.0,69.8,44.4,15.0,43.5,46.7,99.5,37.5
50,DET,DET @ IND,04/23/2012,L,48,100.0,105.1,-5.1,42.1,0.89,12.5,30.0,52.5,42.3,18.6,50.6,52.3,97.5,42.8
51,CHA,CHA @ WAS,04/23/2012,L,48,76.0,105.2,-29.2,48.0,0.5,10.1,26.0,72.5,46.7,25.0,37.0,43.9,96.0,25.0
52,SAS,SAS vs. POR,04/23/2012,W,48,126.5,89.9,36.6,70.8,2.13,24.1,25.0,70.0,53.1,16.3,66.7,68.7,98.5,72.3
53,TOR,TOR @ MIL,04/23/2012,L,48,92.5,98.9,-6.5,70.6,1.09,18.3,30.4,75.0,54.1,23.7,47.4,51.2,93.0,47.3
54,MIL,MIL vs. TOR,04/23/2012,W,48,98.9,92.5,6.5,55.2,1.45,13.2,25.0,69.6,45.9,11.8,41.0,49.0,93.0,52.7
55,PHI,PHI @ NJN,04/23/2012,W,48,119.3,98.9,20.5,58.1,3.57,20.7,21.1,71.4,47.5,8.0,56.9,60.0,88.0,62.6
56,POR,POR @ SAS,04/23/2012,L,48,89.9,126.5,-36.6,51.4,1.36,14.1,30.0,75.0,46.9,14.1,41.7,44.1,98.5,27.7
57,MEM,MEM vs. CLE,04/23/2012,W,48,118.5,111.0,7.5,47.4,1.38,13.8,47.8,63.0,55.4,14.1,50.0,56.3,91.5,56.7
58,CLE,CLE @ MEM,04/23/2012,L,48,111.0,118.5,-7.5,51.4,1.12,15.1,37.0,52.2,44.6,18.7,53.1,56.3,91.5,43.3
59,NJN,NJN vs. PHI,04/23/2012,L,48,98.9,119.3,-20.5,48.4,1.0,13.2,28.6,78.9,52.5,17.0,45.8,53.0,88.0,37.4
60,IND,IND vs. DET,04/23/2012,W,48,105.1,100.0,5.1,60.0,1.4,14.4,47.5,70.0,57.7,15.3,40.2,47.4,97.5,57.2
61,WAS,WAS vs. CHA,04/23/2012,W,48,105.2,76.0,29.2,60.9,1.56,20.9,27.5,74.0,53.3,18.8,56.6,57.2,96.0,75.0
62,NYK,NYK @ ATL,04/22/2012,W,48,115.3,115.5,-0.2,48.8,1.17,16.7,20.5,81.1,50.0,18.4,62.0,64.4,97.5,50.0
63,MIA,MIA vs. HOU,04/22/2012,W,48,103.2,94.6,8.6,28.6,0.67,8.2,37.3,81.0,57.0,16.0,44.1,50.8,93.5,53.2
64,LAL,LAL vs. OKC,04/22/2012,W,58,102.7,94.6,8.1,63.4,2.0,15.6,41.1,68.7,54.3,11.7,41.0,46.1,92.28,55.9
65,HOU,HOU @ MIA,04/22/2012,L,48,94.6,103.2,-8.6,48.6,0.89,14.4,19.0,62.7,43.0,20.4,50.7,53.8,93.5,46.8
66,ORL,ORL @ DEN,04/22/2012,L,48,86.0,114.8,-28.7,67.9,1.19,16.1,26.5,65.7,42.9,18.6,41.3,44.9,87.0,29.9
67,SAC,SAC @ CHA,04/22/2012,W,48,121.3,93.6,27.7,47.9,2.88,18.3,23.8,54.7,41.1,8.5,56.9,59.5,94.0,62.7
68,ATL,ATL vs. NYK,04/22/2012,L,48,115.5,115.3,0.2,56.1,1.21,18.1,18.9,79.5,50.0,19.6,63.8,65.0,97.5,50.0
69,MIN,MIN vs. GSW,04/22/2012,L,48,94.6,101.1,-6.5,60.0,1.38,14.5,28.8,75.5,52.4,14.0,40.9,48.2,92.5,48.9
70,CLE,CLE @ SAS,04/22/2012,L,48,99.0,116.3,-17.3,37.8,1.08,10.9,27.6,84.2,50.0,13.1,44.9,48.8,98.5,35.4
71,NOH,NOH @ LAC,04/22/2012,L,48,102.1,110.3,-8.2,62.9,1.16,17.3,22.5,71.7,48.8,19.8,51.4,57.0,96.5,42.4
72,GSW,GSW @ MIN,04/22/2012,W,48,101.1,94.6,6.5,43.9,2.0,14.6,24.5,71.2,47.6,9.8,47.3,48.2,92.5,51.1
73,DET,DET vs. TOR,04/22/2012,W,48,84.4,81.1,3.3,61.5,1.23,13.8,23.5,69.4,46.0,14.4,38.0,44.0,90.0,54.3
74,DEN,DEN vs. ORL,04/22/2012,W,48,114.8,86.0,28.7,72.7,2.0,24.2,34.3,73.5,57.1,18.2,59.6,61.0,87.0,70.1
75,TOR,TOR @ DET,04/22/2012,L,48,81.1,84.4,-3.3,72.4,1.17,16.8,30.6,76.5,54.0,20.0,40.3,43.4,90.0,45.7
76,CHA,CHA vs. SAC,04/22/2012,L,48,93.6,121.3,-27.7,71.8,1.33,19.4,45.3,76.2,58.9,22.3,44.9,46.2,94.0,37.3
77,LAC,LAC vs. NOH,04/22/2012,W,48,110.3,102.1,8.2,72.7,2.18,17.9,28.3,77.5,51.2,11.3,47.4,55.8,96.5,57.6
78,OKC,OKC @ LAL,04/22/2012,L,58,94.6,102.7,-8.1,62.2,1.35,15.0,31.3,58.9,45.7,15.2,40.6,46.8,92.28,44.1
79,SAS,SAS vs. CLE,04/22/2012,W,48,116.3,99.0,17.3,54.8,1.64,18.1,15.8,72.4,50.0,14.3,59.7,63.5,98.5,64.6
80,DEN,DEN @ PHX,04/21/2012,W,48,122.9,112.6,10.3,52.1,2.5,18.9,27.5,59.3,45.7,10.4,58.6,62.4,95.5,57.3
81,MEM,MEM vs. POR,04/21/2012,W,48,105.7,101.1,4.5,47.5,1.9,15.1,37.3,59.6,48.5,11.4,46.7,49.3,88.0,52.0
82,NJN,NJN @ MIL,04/21/2012,L,48,95.0,107.1,-12.1,47.5,1.19,14.8,20.8,70.0,45.9,16.0,48.8,51.3,99.5,42.4
83,UTA,UTA vs. ORL,04/21/2012,W,53,123.2,112.6,10.5,51.1,2.67,18.0,33.3,63.2,50.5,9.5,55.7,59.6,86.04,59.2
84,DAL,DAL @ CHI,04/21/2012,L,48,93.3,103.3,-10.1,38.7,1.0,10.7,22.0,70.8,45.9,13.5,41.8,47.5,89.5,39.4
85,CHI,CHI vs. DAL,04/21/2012,W,48,103.3,93.3,10.1,76.3,2.64,22.1,29.2,78.0,54.1,12.2,50.6,52.1,89.5,60.6
86,WAS,WAS @ MIA,04/21/2012,W,48,94.5,92.3,2.2,61.1,1.47,17.1,31.4,64.6,47.5,16.5,45.4,47.3,91.0,51.3
87,PHX,PHX vs. DEN,04/21/2012,L,48,112.6,122.9,-10.3,54.5,1.41,17.0,40.7,72.5,54.3,17.9,52.1,53.6,95.5,42.7
88,ORL,ORL @ UTA,04/21/2012,L,53,112.6,123.2,-10.5,50.0,1.75,15.4,36.8,66.7,49.5,12.6,51.6,52.6,86.04,40.8
89,POR,POR @ MEM,04/21/2012,L,48,101.1,105.7,-4.5,55.2,1.07,12.8,40.4,62.7,51.5,17.0,41.0,48.6,88.0,48.0
90,MIL,MIL vs. NJN,04/21/2012,W,48,107.1,95.0,12.1,57.9,1.83,16.2,30.0,79.2,54.1,12.1,47.6,52.9,99.5,57.6
91,GSW,GSW @ HOU,04/21/2012,L,48,106.7,110.0,-3.3,47.2,0.94,14.5,30.0,67.4,50.0,20.0,52.7,58.1,90.0,48.6
92,MIA,MIA vs. WAS,04/21/2012,L,48,92.3,94.5,-2.2,51.6,0.73,13.0,35.4,68.6,52.5,24.2,46.1,50.0,91.0,48.7
93,PHI,PHI @ IND,04/21/2012,W,53,113.5,108.2,5.4,60.0,1.71,17.1,39.6,53.6,46.8,14.6,48.3,52.6,87.85,50.0
94,HOU,HOU vs. GSW,04/21/2012,W,48,110.0,106.7,3.3,55.0,1.69,17.3,32.6,70.0,50.0,14.4,53.6,54.6,90.0,51.4
95,IND,IND vs. PHI,04/21/2012,L,53,108.2,113.5,-5.4,52.4,2.0,15.3,46.4,60.4,53.2,11.2,44.8,49.1,87.85,50.0
96,ATL,ATL vs. BOS,04/20/2012,W,48,109.0,104.5,4.4,64.9,1.26,19.4,33.3,70.5,53.8,21.3,57.6,61.0,88.5,57.9
97,NYK,NYK @ CLE,04/20/2012,L,48,100.0,110.1,-10.1,74.3,2.17,20.3,27.5,58.7,42.3,13.3,49.4,50.2,89.5,44.6
98,LAL,LAL @ SAS,04/20/2012,L,48,107.8,133.0,-25.2,57.6,1.27,15.4,29.8,64.5,43.6,16.7,47.4,54.4,90.5,36.8
99,SAS,SAS vs. LAL,04/20/2012,W,48,133.0,107.8,25.2,57.4,1.69,20.9,35.5,70.2,56.4,17.6,67.5,71.2,90.5,63.2
100,DAL,DAL vs. GSW,04/20/2012,W,48,109.5,98.9,10.5,50.0,1.06,14.6,36.4,80.0,59.6,18.9,48.8,56.3,95.0,58.0
101,CLE,CLE vs. NYK,04/20/2012,W,48,110.1,100.0,10.1,41.7,1.0,12.3,41.3,72.5,57.7,16.9,49.4,53.9,89.5,55.4
102,MEM,MEM @ CHA,04/20/2012,W,48,94.4,87.9,6.5,47.1,0.84,13.3,34.1,62.0,48.9,21.1,46.7,50.5,90.5,58.3
103,OKC,OKC @ SAC,04/20/2012,W,48,105.1,95.8,9.3,52.5,1.24,16.7,22.2,71.7,53.1,17.3,56.0,60.8,97.0,62.8
104,BOS,BOS @ ATL,04/20/2012,L,48,104.5,109.0,-4.4,46.2,1.5,15.3,29.5,66.7,46.3,13.6,51.2,52.8,88.5,42.1
105,CHA,CHA vs. MEM,04/20/2012,L,48,87.9,94.4,-6.5,56.3,0.82,14.3,38.0,65.9,51.1,24.2,42.4,46.0,90.5,41.7
106,GSW,GSW @ DAL,04/20/2012,L,48,98.9,109.5,-10.5,62.2,2.3,18.0,20.0,63.6,40.4,10.5,50.0,51.0,95.0,42.0
107,SAC,SAC vs. OKC,04/20/2012,L,48,95.8,105.1,-9.3,52.6,1.67,15.0,28.3,77.8,46.9,12.5,43.5,45.6,97.0,37.2
108,MIL,MIL @ IND,04/19/2012,L,48,113.5,120.4,-6.9,40.5,1.15,11.5,35.8,63.5,49.5,13.5,45.5,53.2,97.0,43.8
109,HOU,HOU @ NOH,04/19/2012,L,53,97.1,104.0,-6.9,67.6,2.08,18.1,20.7,66.7,41.5,11.8,47.8,49.5,91.92,41.6
110,NOH,NOH vs. HOU,04/19/2012,W,53,104.0,97.1,6.9,56.1,1.28,16.4,33.3,79.3,58.5,17.8,49.4,53.8,91.92,58.4
111,CHI,CHI @ MIA,04/19/2012,L,48,82.8,95.4,-12.6,64.0,1.14,14.3,20.4,72.3,45.8,16.1,37.1,43.7,87.0,40.7
112,MIA,MIA vs. CHI,04/19/2012,W,48,95.4,82.8,12.6,43.8,1.08,12.4,27.7,79.6,54.2,14.9,44.7,48.7,87.0,59.3
113,LAC,LAC @ PHX,04/19/2012,L,48,101.1,106.9,-5.8,40.5,1.25,12.8,34.0,74.4,52.7,13.5,47.6,49.7,88.0,48.5
114,DET,DET vs. MIN,04/19/2012,L,48,84.2,96.8,-12.6,42.4,1.08,11.6,25.4,81.0,48.5,13.7,40.1,42.1,94.5,31.4
115,MIN,MIN @ DET,04/19/2012,W,48,96.8,84.2,12.6,70.6,1.71,19.0,19.0,74.6,51.5,14.9,48.6,53.3,94.5,68.6
116,PHX,PHX vs. LAC,04/19/2012,W,48,106.9,101.1,5.8,66.7,1.38,18.3,25.6,66.0,47.3,18.4,50.7,55.0,88.0,51.5
117,IND,IND vs. MIL,04/19/2012,W,48,120.4,113.5,6.9,55.8,2.67,17.4,36.5,64.2,50.5,9.2,51.1,56.1,97.0,56.2
118,TOR,TOR @ MIA,04/18/2012,L,48,87.8,115.7,-27.9,40.0,0.86,11.4,25.0,61.0,42.4,17.1,42.4,45.8,82.5,31.4
119,MIL,MIL @ WAS,04/18/2012,L,48,112.0,121.0,-9.0,52.4,2.2,15.9,34.0,76.1,53.5,10.0,47.8,53.4,100.0,47.0
120,MEM,MEM vs. NOH,04/18/2012,W,48,117.0,105.8,11.2,52.4,2.0,17.9,35.7,55.9,44.7,12.5,55.4,58.0,87.0,56.2
121,GSW,GSW vs. LAL,04/18/2012,L,48,91.6,102.1,-10.5,60.5,2.09,18.1,16.7,71.7,42.0,11.6,44.4,46.1,96.0,36.3
122,UTA,UTA @ POR,04/18/2012,W,48,115.5,94.8,20.7,60.5,1.53,17.0,36.4,73.1,56.3,15.5,53.8,59.5,96.5,64.3
123,CHI,CHI @ CHA,04/18/2012,W,48,119.0,80.0,39.0,72.5,3.22,22.1,38.3,70.5,56.5,10.7,53.6,54.7,84.5,74.8
124,LAL,LAL @ GSW,04/18/2012,W,48,102.1,91.6,10.5,91.9,2.43,23.8,28.3,83.3,58.0,14.4,49.4,54.2,96.0,63.7
125,HOU,HOU @ DAL,04/18/2012,L,48,118.3,127.2,-8.9,53.5,1.92,17.8,30.4,71.8,49.4,12.9,57.0,59.4,92.5,45.7
126,PHX,PHX vs. OKC,04/18/2012,L,48,100.0,112.4,-12.4,52.9,1.29,13.7,32.1,71.7,50.5,14.4,44.6,50.0,97.0,41.7
127,PHI,PHI @ CLE,04/18/2012,W,48,110.8,94.6,16.2,74.4,2.0,23.5,29.3,83.0,58.0,17.2,57.9,59.6,92.5,60.4
128,SAC,SAC vs. SAS,04/18/2012,L,48,107.4,135.1,-27.7,53.7,1.83,16.3,35.8,70.6,49.4,12.6,47.8,50.6,94.5,34.7
129,WAS,WAS vs. MIL,04/18/2012,W,48,121.0,112.0,9.0,46.9,2.09,17.2,23.9,66.0,46.5,11.0,59.7,61.1,100.0,53.0
130,LAC,LAC @ DEN,04/18/2012,W,48,113.0,104.3,8.8,55.3,1.24,16.8,27.9,69.2,47.6,18.5,57.7,59.9,93.0,50.0
131,ORL,ORL @ BOS,04/18/2012,L,48,107.7,113.3,-5.6,47.2,1.06,13.4,39.6,80.0,56.6,17.6,50.0,53.7,90.5,42.7
132,NOH,NOH @ MEM,04/18/2012,L,48,105.8,117.0,-11.2,51.7,0.63,12.9,44.1,64.3,55.3,27.9,50.0,59.3,87.0,43.8
133,NJN,NJN vs. NYK,04/18/2012,L,48,101.1,110.6,-9.6,45.7,0.94,13.3,22.7,75.5,50.5,18.1,51.3,55.6,94.0,42.7
134,DET,DET @ ATL,04/18/2012,L,48,84.8,118.4,-33.5,53.1,1.21,12.8,28.6,82.6,51.4,14.1,38.6,41.8,98.5,28.6
135,MIA,MIA vs. TOR,04/18/2012,W,48,115.7,87.8,27.9,62.5,1.56,20.3,39.0,75.0,57.6,19.3,57.2,58.1,82.5,68.6
136,ATL,ATL vs. DET,04/18/2012,W,48,118.4,84.8,33.5,64.3,3.86,20.5,17.4,71.4,48.6,7.1,54.1,59.3,98.5,71.4
137,CLE,CLE vs. PHI,04/18/2012,L,48,94.6,110.8,-16.2,61.1,1.69,18.0,17.0,70.7,42.0,14.1,48.7,50.6,92.5,39.6
138,DAL,DAL vs. HOU,04/18/2012,W,48,127.2,118.3,8.9,51.2,1.75,16.9,28.2,69.6,50.6,13.0,58.9,64.7,92.5,54.3
139,SAS,SAS @ SAC,04/18/2012,W,48,135.1,107.4,27.7,55.3,2.36,20.0,29.4,64.2,50.6,11.7,63.8,67.8,94.5,65.3
140,CHA,CHA vs. CHI,04/18/2012,L,48,80.0,119.0,-39.0,60.0,2.5,12.8,29.5,61.7,43.5,7.1,30.4,36.1,84.5,25.2
141,OKC,OKC @ PHX,04/18/2012,W,48,112.4,100.0,12.4,47.2,1.13,13.5,28.3,67.9,49.5,15.5,48.8,57.4,97.0,58.3
142,NYK,NYK @ NJN,04/18/2012,W,48,110.6,101.1,9.6,61.1,2.0,17.3,24.5,77.3,49.5,11.7,51.2,55.6,94.0,57.3
143,DEN,DEN vs. LAC,04/18/2012,L,48,104.3,113.0,-8.8,52.8,1.12,15.6,30.8,72.1,52.4,18.1,52.7,58.0,93.0,50.0
144,POR,POR vs. UTA,04/18/2012,L,48,94.8,115.5,-20.7,58.1,1.06,14.2,26.9,63.6,43.8,17.7,43.0,49.6,96.5,35.7
145,BOS,BOS vs. ORL,04/18/2012,W,48,113.3,107.7,5.6,60.5,1.53,19.3,20.0,60.4,43.4,16.7,56.4,62.3,90.5,57.3
146,LAL,LAL vs. SAS,04/17/2012,L,48,95.8,116.7,-20.9,71.8,1.4,21.2,24.4,81.1,51.3,21.1,50.0,53.6,95.5,42.0
147,MIN,MIN vs. MEM,04/17/2012,L,48,92.3,101.1,-8.8,61.5,0.89,12.9,37.5,64.8,52.0,19.8,40.4,48.7,90.5,47.0
148,CLE,CLE @ DET,04/17/2012,L,48,84.6,127.5,-42.9,48.1,0.68,10.7,33.3,71.9,47.7,20.9,39.1,44.1,91.0,20.8
149,BOS,BOS @ NYK,04/17/2012,L,48,126.4,135.6,-9.2,58.3,1.91,18.3,20.6,63.6,41.8,12.6,62.9,67.9,87.0,47.5
150,MEM,MEM @ MIN,04/17/2012,W,48,101.1,92.3,8.8,60.0,2.0,18.2,35.2,62.5,48.0,13.3,46.7,47.5,90.5,53.0
151,PHI,PHI vs. IND,04/17/2012,L,48,110.2,114.6,-4.4,55.9,1.27,15.2,39.1,63.0,52.0,17.0,48.0,53.8,88.5,47.4
152,NYK,NYK vs. BOS,04/17/2012,W,48,135.6,126.4,9.2,66.7,1.75,22.2,36.4,79.4,58.2,18.4,69.6,72.4,87.0,52.5
153,SAS,SAS @ LAL,04/17/2012,W,48,116.7,95.8,20.9,58.0,2.42,22.0,18.9,75.6,48.7,12.5,63.7,63.0,95.5,58.0
154,DET,DET vs. CLE,04/17/2012,W,48,127.5,84.6,42.9,62.2,2.0,21.9,28.1,66.7,52.3,15.4,65.3,69.2,91.0,79.2
155,IND,IND @ PHI,04/17/2012,W,48,114.6,110.2,4.4,56.8,2.1,16.3,37.0,60.9,48.0,11.2,48.9,52.6,88.5,52.6
156,ORL,ORL vs. PHI,04/16/2012,W,48,125.6,111.1,14.4,58.3,2.55,21.1,35.7,85.7,60.7,12.2,59.4,61.0,90.0,53.8
157,MIN,MIN @ IND,04/16/2012,L,48,90.7,114.4,-23.7,50.0,1.6,12.8,20.7,70.6,44.0,10.3,40.8,44.9,97.0,34.2
158,MIA,MIA @ NJN,04/16/2012,W,48,109.8,108.9,0.9,55.6,1.43,16.8,22.9,68.2,48.1,15.2,54.9,60.9,91.0,54.5
159,GSW,GSW vs. SAS,04/16/2012,L,48,97.1,117.6,-20.6,63.2,1.5,17.1,28.6,61.0,45.2,15.7,45.2,49.3,102.0,39.0
160,TOR,TOR vs. ATL,04/16/2012,L,48,93.5,118.5,-24.9,57.1,1.05,15.7,33.3,69.6,51.6,20.4,46.8,50.6,92.5,35.7
161,SAS,SAS @ GSW,04/16/2012,W,48,117.6,97.1,20.6,75.0,1.93,18.0,39.0,71.4,54.8,13.7,45.7,54.1,102.0,61.0
162,CHI,CHI vs. WAS,04/16/2012,L,48,91.3,93.5,-2.2,68.8,1.29,16.4,37.0,62.5,50.0,18.5,40.5,44.8,92.5,49.8
163,WAS,WAS @ CHI,04/16/2012,W,48,93.5,91.3,2.2,52.9,1.2,14.0,37.5,63.0,50.0,16.1,40.4,44.7,92.5,50.2
164,UTA,UTA vs. DAL,04/16/2012,W,63,106.0,107.1,-1.0,73.2,1.43,18.3,36.8,75.4,56.1,18.1,49.5,55.3,87.24,51.5
165,LAC,LAC vs. OKC,04/16/2012,W,48,104.5,87.5,17.0,58.3,1.4,16.7,36.2,64.0,50.5,17.0,50.0,52.2,88.0,67.1
