,Team,Match Up,Game Date,W/L,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,ASTRatio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE
15,TOR,TOR @ NYK,04/16/2014,L,48,96.8,102.2,-5.3,55.6,0.8,14.8,42.9,75.0,58.8,26.3,50.6,52.3,94.0,51.3
16,HOU,HOU @ NOP,04/16/2014,L,48,111.1,115.4,-4.3,65.7,1.64,18.0,32.0,69.0,48.9,15.6,51.9,54.6,90.5,42.4
17,CHI,CHI @ CHA,04/16/2014,L,53,88.7,94.8,-6.1,61.8,1.75,16.4,20.0,74.1,46.8,12.4,44.2,46.4,87.4,42.7
18,CHA,CHA vs. CHI,04/16/2014,W,53,94.8,88.7,6.1,67.6,2.09,17.4,25.9,80.0,53.2,11.5,42.9,47.2,87.4,57.3
19,DEN,DEN vs. GSW,04/16/2014,L,48,104.7,108.4,-3.7,62.2,1.21,16.3,25.5,74.5,50.9,17.8,49.4,56.3,107.0,44.4
20,SAC,SAC vs. PHX,04/16/2014,L,48,101.0,105.1,-4.0,51.4,1.12,14.1,34.0,84.0,58.3,17.3,45.3,49.9,98.5,48.8
21,MIL,MIL vs. ATL,04/16/2014,L,48,108.4,115.6,-7.2,62.5,1.14,18.7,35.0,86.5,59.7,23.2,56.5,59.7,95.5,44.0
22,NYK,NYK vs. TOR,04/16/2014,W,48,102.2,96.8,5.3,35.1,0.81,11.0,25.0,57.1,41.2,17.2,50.6,53.2,94.0,48.7
23,MIA,MIA vs. PHI,04/16/2014,L,48,92.6,107.5,-15.0,53.3,0.73,13.0,32.6,72.2,50.0,23.4,47.9,52.6,93.5,37.4
24,IND,IND @ ORL,04/16/2014,W,48,112.2,96.6,15.6,63.4,2.17,19.5,34.7,76.5,56.0,13.3,52.8,54.4,89.5,59.5
25,LAL,LAL @ SAS,04/16/2014,W,48,109.7,98.0,11.7,64.4,3.22,21.0,14.6,78.0,49.5,8.7,55.5,57.4,102.5,57.6
26,NOP,NOP vs. HOU,04/16/2014,W,48,115.4,111.1,4.3,55.8,2.4,18.8,31.0,68.0,51.1,11.0,56.1,57.8,90.5,57.6
27,BOS,BOS vs. WAS,04/16/2014,L,48,105.2,121.6,-16.5,61.5,1.71,17.9,27.1,70.0,46.6,14.4,50.6,54.2,97.0,43.8
28,ATL,ATL @ MIL,04/16/2014,W,48,115.6,108.4,7.2,70.7,2.42,22.3,13.5,65.0,40.3,12.5,59.2,63.5,95.5,56.0
29,PHI,PHI @ MIA,04/16/2014,W,48,107.5,92.6,15.0,63.2,1.14,19.0,27.8,67.4,50.0,22.6,58.1,61.7,93.5,62.6
30,LAC,LAC vs. DEN,04/15/2014,W,48,113.6,102.9,10.7,65.9,1.93,20.4,27.9,73.5,52.2,14.6,58.4,60.8,102.5,58.7
31,DEN,DEN @ LAC,04/15/2014,L,48,102.9,113.6,-10.7,57.1,1.05,14.8,26.5,72.1,47.8,18.6,47.6,55.1,102.5,41.3
32,BKN,BKN vs. NYK,04/15/2014,L,48,103.2,116.0,-12.8,75.8,1.25,18.4,37.0,75.7,54.2,21.1,50.7,55.3,94.5,44.8
33,NYK,NYK @ BKN,04/15/2014,W,48,116.0,103.2,12.8,46.9,0.94,12.7,24.3,63.0,45.8,17.0,56.0,64.4,94.5,55.2
34,PHX,PHX vs. MEM,04/14/2014,L,48,100.0,107.8,-7.8,39.5,1.25,13.2,22.7,66.7,43.4,13.2,50.6,52.8,90.5,45.8
35,BOS,BOS @ PHI,04/14/2014,L,48,105.9,110.8,-4.9,65.0,1.37,18.2,31.4,76.2,51.6,18.6,51.7,55.4,102.0,44.3
36,GSW,GSW vs. MIN,04/14/2014,W,48,122.6,113.2,9.4,63.3,2.07,19.9,37.0,74.4,53.6,14.2,55.9,59.4,106.0,50.0
37,WAS,WAS vs. MIA,04/14/2014,W,48,122.6,98.9,23.6,78.3,2.12,26.1,25.0,84.1,57.5,18.3,67.9,67.4,93.5,59.8
38,PHI,PHI vs. BOS,04/14/2014,W,48,110.8,105.9,4.9,58.1,1.79,18.2,23.8,68.6,48.4,13.7,56.3,59.0,102.0,55.7
39,MIL,MIL @ TOR,04/14/2014,L,48,108.7,118.3,-9.6,55.3,1.31,17.5,20.5,65.2,44.7,17.4,56.2,59.2,92.5,44.1
40,NOP,NOP vs. OKC,04/14/2014,W,48,108.6,95.7,12.9,54.3,1.9,15.4,25.5,67.4,46.2,10.8,50.0,54.8,93.0,56.3
41,CHI,CHI vs. ORL,04/14/2014,W,48,116.1,101.1,15.1,69.2,3.0,20.9,22.5,76.3,48.7,9.7,53.9,59.3,93.5,59.0
42,OKC,OKC @ NOP,04/14/2014,L,48,95.7,108.6,-12.9,67.7,1.17,16.4,32.6,74.5,53.8,19.4,46.1,51.3,93.0,43.7
43,ATL,ATL vs. CHA,04/14/2014,L,48,105.7,106.7,-1.1,79.4,3.38,21.8,18.8,72.5,46.5,9.1,48.1,52.2,88.5,50.9
44,CHA,CHA @ ATL,04/14/2014,W,48,106.7,105.7,1.1,77.1,2.7,20.8,27.5,81.3,53.5,11.2,47.5,50.7,88.5,49.1
45,UTA,UTA vs. LAL,04/14/2014,L,48,108.3,125.3,-16.9,59.5,1.39,19.1,31.0,71.8,50.6,18.8,55.6,57.9,95.5,41.4
46,TOR,TOR vs. MIL,04/14/2014,W,48,118.3,108.7,9.6,65.8,1.79,18.8,34.8,79.5,55.3,15.1,55.6,59.5,92.5,55.9
47,MEM,MEM @ PHX,04/14/2014,W,48,107.8,100.0,7.8,50.0,1.05,16.3,33.3,77.3,56.6,21.1,55.8,58.0,90.5,54.2
48,SAS,SAS @ HOU,04/14/2014,L,48,105.4,111.8,-6.5,61.5,4.0,19.0,21.6,76.0,48.5,6.5,46.1,50.6,93.0,46.3
49,MIN,MIN @ GSW,04/14/2014,L,48,113.2,122.6,-9.4,86.0,1.76,24.0,25.6,63.0,46.4,19.8,58.0,62.8,106.0,50.0
50,MIA,MIA @ WAS,04/14/2014,L,48,98.9,122.6,-23.6,63.9,1.77,18.5,15.9,75.0,42.5,13.8,49.4,53.4,93.5,40.2
51,ORL,ORL @ CHI,04/14/2014,L,48,101.1,116.1,-15.1,72.2,1.3,20.3,23.7,77.5,51.3,21.3,54.9,59.1,93.5,41.0
52,LAL,LAL @ UTA,04/14/2014,W,48,125.3,108.3,16.9,68.9,2.38,22.6,28.2,69.0,49.4,13.7,61.0,64.9,95.5,58.6
53,HOU,HOU vs. SAS,04/14/2014,W,48,111.8,105.4,6.5,47.4,3.0,14.6,24.0,78.4,51.5,6.5,47.1,53.2,93.0,53.7
54,SAC,SAC vs. MIN,04/13/2014,W,48,106.0,103.0,3.0,61.0,1.67,18.7,23.9,77.8,53.0,15.0,53.7,56.5,100.0,52.3
55,ORL,ORL @ BKN,04/13/2014,L,48,96.7,104.3,-7.6,62.9,1.1,18.0,22.0,58.5,40.2,22.0,52.7,54.9,92.0,43.2
56,BKN,BKN vs. ORL,04/13/2014,W,48,104.3,96.7,7.6,67.6,1.0,17.4,41.5,78.0,59.8,24.7,54.8,58.3,92.0,56.8
57,NYK,NYK vs. CHI,04/13/2014,W,48,111.1,98.9,12.2,43.2,1.78,13.8,23.9,67.4,45.7,10.0,51.2,55.4,90.0,53.2
58,DET,DET vs. TOR,04/13/2014,L,48,112.6,123.4,-10.8,71.4,1.67,17.1,45.0,75.6,58.1,15.8,44.6,50.9,94.5,45.1
59,MIN,MIN @ SAC,04/13/2014,L,48,103.0,106.0,-3.0,74.3,2.6,18.8,22.2,76.1,47.0,10.0,43.8,50.9,100.0,47.7
60,GSW,GSW @ POR,04/13/2014,L,53,113.6,112.3,1.3,50.0,1.47,16.4,18.0,73.5,45.5,14.6,57.7,59.7,94.64,43.5
61,TOR,TOR @ DET,04/13/2014,W,48,123.4,112.6,10.8,56.4,2.2,17.5,24.4,55.0,41.9,10.6,53.7,60.2,94.5,54.9
62,IND,IND vs. OKC,04/13/2014,W,48,110.9,103.2,7.7,60.5,1.0,18.0,34.2,77.6,58.6,25.0,59.0,62.1,93.0,52.7
63,MEM,MEM @ LAL,04/13/2014,W,48,108.5,96.8,11.7,69.0,1.71,20.4,41.7,80.0,60.2,18.1,52.3,54.4,93.5,57.7
64,LAL,LAL vs. MEM,04/13/2014,L,48,96.8,108.5,-11.7,82.9,1.71,22.3,20.0,58.3,39.8,18.3,50.6,53.0,93.5,42.3
65,OKC,OKC @ IND,04/13/2014,L,48,103.2,110.9,-7.7,58.3,2.33,16.9,22.4,65.8,41.4,9.6,47.0,52.5,93.0,47.3
66,CHI,CHI @ NYK,04/13/2014,L,48,98.9,111.1,-12.2,79.3,1.44,18.1,32.6,76.1,54.3,17.8,43.2,50.5,90.0,46.8
67,POR,POR vs. GSW,04/13/2014,W,53,112.3,113.6,-1.3,60.5,1.86,18.3,26.5,82.0,54.5,13.2,55.8,59.5,94.64,56.5
68,DEN,DEN vs. UTA,04/12/2014,W,48,105.2,97.9,7.3,65.7,1.28,16.8,34.6,78.4,56.3,18.8,45.8,52.2,96.0,51.1
69,PHI,PHI @ CHA,04/12/2014,L,48,107.1,113.3,-6.1,43.9,2.0,13.7,29.8,75.6,49.0,9.2,46.8,50.3,98.0,41.9
70,CHA,CHA vs. PHI,04/12/2014,W,48,113.3,107.1,6.1,59.0,1.53,17.6,24.4,70.2,51.0,15.3,59.0,61.6,98.0,58.1
71,MIL,MIL @ WAS,04/12/2014,L,48,98.9,111.8,-12.9,62.5,1.0,15.9,32.6,72.7,52.9,21.7,50.7,54.8,92.5,43.5
72,DAL,DAL vs. PHX,04/12/2014,W,48,106.3,103.2,3.2,53.8,1.11,16.4,28.6,72.3,51.7,20.0,56.3,59.0,95.0,53.1
73,BOS,BOS @ CLE,04/12/2014,W,48,111.0,100.0,11.0,64.3,2.45,19.7,23.5,71.2,49.1,11.0,53.3,56.7,99.5,59.4
74,WAS,WAS vs. MIL,04/12/2014,W,48,111.8,98.9,12.9,62.5,2.27,19.2,27.3,67.4,47.1,11.8,52.4,56.3,92.5,56.5
75,UTA,UTA @ DEN,04/12/2014,L,48,97.9,105.2,-7.3,58.8,1.43,15.9,21.6,65.4,43.7,14.6,44.3,50.5,96.0,48.9
76,CLE,CLE vs. BOS,04/12/2014,L,48,100.0,111.0,-11.0,59.5,1.83,16.1,28.8,76.5,50.9,12.1,43.9,48.0,99.5,40.6
77,HOU,HOU vs. NOP,04/12/2014,W,48,115.6,109.5,6.2,65.7,1.77,17.7,26.7,70.0,49.5,13.5,54.1,60.9,95.5,56.0
78,LAC,LAC vs. SAC,04/12/2014,W,48,121.9,106.3,15.6,75.6,2.82,22.1,31.1,72.0,52.6,11.5,56.2,60.4,95.5,60.2
79,NOP,NOP @ HOU,04/12/2014,L,48,109.5,115.6,-6.2,51.3,1.82,15.5,30.0,73.3,50.5,11.6,49.4,53.5,95.5,44.0
80,MIA,MIA @ ATL,04/12/2014,L,48,90.4,105.4,-15.0,51.4,0.9,15.1,20.9,86.7,54.5,21.3,52.1,52.2,93.5,41.0
81,PHX,PHX @ DAL,04/12/2014,L,48,103.2,106.3,-3.2,38.9,0.78,11.6,27.7,71.4,48.3,18.9,51.3,55.6,95.0,46.9
82,SAC,SAC @ LAC,04/12/2014,L,48,106.3,121.9,-15.6,60.0,2.1,16.2,28.0,68.9,47.4,10.5,45.1,52.3,95.5,39.8
83,ATL,ATL vs. MIA,04/12/2014,W,48,105.4,90.4,15.0,66.7,1.85,19.5,13.3,79.1,45.5,14.0,52.6,56.7,93.5,59.0
84,BOS,BOS vs. CHA,04/11/2014,W,48,112.8,108.4,4.3,53.7,1.1,17.6,26.3,73.9,52.4,21.3,58.9,62.6,94.5,48.6
85,CLE,CLE @ MIL,04/11/2014,L,48,116.0,119.0,-3.0,42.9,1.8,13.7,31.8,66.7,50.0,10.0,51.8,57.8,100.0,50.4
86,MIN,MIN vs. HOU,04/11/2014,W,48,105.7,104.8,0.9,53.7,1.47,14.7,36.1,66.7,50.0,14.2,45.2,50.2,105.5,51.7
87,MEM,MEM vs. PHI,04/11/2014,W,48,117.0,95.0,22.0,63.6,1.75,20.1,27.5,77.4,55.9,16.0,57.4,61.5,100.0,66.7
88,PHI,PHI @ MEM,04/11/2014,L,48,95.0,117.0,-22.0,41.0,1.07,12.7,22.6,72.5,44.1,15.0,47.7,49.7,100.0,33.3
89,MIA,MIA vs. IND,04/11/2014,W,48,115.3,102.4,12.9,40.0,1.56,12.4,34.9,83.3,57.0,10.6,50.7,56.1,84.5,55.6
90,DET,DET @ CHI,04/11/2014,L,48,105.4,114.0,-8.6,30.0,1.09,10.0,31.4,73.8,50.5,11.8,49.4,51.0,93.0,39.6
91,IND,IND @ MIA,04/11/2014,L,48,102.4,115.3,-12.9,64.5,1.25,18.2,16.7,65.1,43.0,19.0,53.8,58.6,84.5,44.4
92,UTA,UTA vs. POR,04/11/2014,L,48,106.5,118.1,-11.6,65.0,2.0,19.5,29.8,72.0,51.5,14.0,50.0,53.2,93.5,45.3
93,BKN,BKN vs. ATL,04/11/2014,L,48,96.7,102.2,-5.5,64.7,1.47,17.3,30.8,75.0,51.0,16.5,46.3,48.4,91.0,42.7
94,MIL,MIL vs. CLE,04/11/2014,W,48,119.0,116.0,3.0,45.5,1.67,14.7,33.3,68.2,50.0,12.0,56.0,59.1,100.0,49.6
95,NYK,NYK @ TOR,04/11/2014,W,48,117.4,109.9,7.5,45.7,2.0,13.7,23.1,69.2,49.5,8.7,52.1,60.8,91.5,59.6
96,NOP,NOP @ OKC,04/11/2014,L,48,98.9,123.4,-24.5,68.6,1.6,18.3,21.8,72.5,43.2,15.8,45.9,49.8,94.5,33.9
97,POR,POR @ UTA,04/11/2014,W,48,118.1,106.5,11.6,57.5,2.88,17.7,28.0,70.2,48.5,8.5,52.3,56.9,93.5,54.7
98,SAS,SAS vs. PHX,04/11/2014,W,48,113.1,106.1,7.0,55.8,3.43,17.9,24.1,70.5,44.9,7.1,51.6,54.3,98.5,54.2
99,OKC,OKC vs. NOP,04/11/2014,W,48,123.4,98.9,24.5,63.6,2.55,21.1,27.5,78.2,56.8,11.7,56.7,61.8,94.5,66.1
100,LAL,LAL vs. GSW,04/11/2014,L,48,90.5,106.7,-16.2,65.7,1.53,16.7,19.6,73.5,44.8,14.3,44.4,48.6,105.0,40.9
101,TOR,TOR vs. NYK,04/11/2014,L,48,109.9,117.4,-7.5,53.3,1.0,13.1,30.8,76.9,50.5,17.6,49.3,55.8,91.5,40.4
102,HOU,HOU @ MIN,04/11/2014,L,48,104.8,105.7,-0.9,61.1,1.0,15.3,33.3,63.9,50.0,21.0,50.0,55.6,105.5,48.3
103,CHA,CHA @ BOS,04/11/2014,L,48,108.4,112.8,-4.3,75.0,2.75,24.1,26.1,73.7,47.6,12.6,54.6,55.8,94.5,51.4
104,ORL,ORL vs. WAS,04/11/2014,L,48,91.5,102.1,-10.6,65.6,1.17,16.3,29.2,66.0,48.0,19.1,44.2,49.1,94.0,41.4
105,GSW,GSW @ LAL,04/11/2014,W,48,106.7,90.5,16.2,60.0,1.5,18.6,26.5,80.4,55.2,17.1,56.0,57.3,105.0,59.1
106,WAS,WAS @ ORL,04/11/2014,W,48,102.1,91.5,10.6,68.6,1.85,17.9,34.0,70.8,52.0,13.8,43.9,49.7,94.0,58.6
107,ATL,ATL @ BKN,04/11/2014,W,48,102.2,96.7,5.5,47.2,1.31,14.3,25.0,69.2,49.0,14.3,46.2,52.7,91.0,57.3
108,CHI,CHI vs. DET,04/11/2014,W,48,114.0,105.4,8.6,67.5,2.25,20.8,26.2,68.6,49.5,12.9,52.5,58.2,93.0,60.4
109,PHX,PHX @ SAS,04/11/2014,L,48,106.1,113.1,-7.0,46.2,0.9,14.1,29.5,75.9,55.1,20.4,53.0,57.5,98.5,45.8
110,SAS,SAS @ DAL,04/10/2014,W,48,114.7,105.3,9.5,57.9,1.69,16.3,34.0,80.0,55.1,13.7,52.3,55.8,95.0,51.3
111,DEN,DEN @ GSW,04/10/2014,W,48,99.0,99.0,0.0,59.0,1.35,15.0,46.3,81.6,61.2,16.8,42.3,44.5,100.5,48.1
112,DAL,DAL vs. SAS,04/10/2014,L,48,105.3,114.7,-9.5,41.0,1.6,13.4,20.0,66.0,44.9,10.5,50.0,54.2,95.0,48.7
113,GSW,GSW vs. DEN,04/10/2014,L,48,99.0,99.0,0.0,47.5,1.46,15.0,18.4,53.7,38.8,13.0,48.9,52.3,100.5,51.9
114,ORL,ORL vs. BKN,04/09/2014,W,48,123.7,118.1,5.6,60.5,1.86,20.0,26.2,66.7,47.1,15.1,63.0,63.7,93.5,54.5
115,MEM,MEM vs. MIA,04/09/2014,W,48,121.6,117.2,4.3,53.5,1.64,18.5,38.5,80.6,58.7,15.9,59.6,61.3,87.5,52.3
116,CLE,CLE vs. DET,04/09/2014,W,48,127.1,103.1,24.0,77.4,2.41,26.5,40.9,53.7,48.6,17.7,62.9,62.9,96.5,65.7
117,MIN,MIN vs. CHI,04/09/2014,L,48,96.7,114.6,-17.9,47.1,1.14,13.6,28.3,69.8,48.3,15.6,45.0,50.0,89.5,42.3
118,PHI,PHI @ TOR,04/09/2014,L,48,121.3,130.2,-8.9,45.5,1.54,15.7,31.0,68.2,50.0,13.8,56.5,60.5,95.0,43.2
119,CHA,CHA @ WAS,04/09/2014,W,53,96.9,89.8,7.1,65.7,1.77,17.0,26.3,83.7,52.8,13.4,44.0,47.7,88.3,48.2
120,IND,IND @ MIL,04/09/2014,W,48,108.3,106.3,2.1,63.4,2.36,19.7,23.4,67.3,46.5,11.5,54.7,55.7,96.0,50.3
121,POR,POR vs. SAC,04/09/2014,W,48,102.0,102.1,0.0,68.4,1.44,19.8,20.0,73.2,51.0,18.4,55.3,59.0,97.5,54.5
122,TOR,TOR vs. PHI,04/09/2014,W,48,130.2,121.3,8.9,61.0,3.57,18.7,31.8,69.0,50.0,7.3,57.3,63.6,95.0,56.8
123,PHX,PHX @ NOP,04/09/2014,W,48,103.3,96.7,6.6,59.0,1.92,19.0,16.7,75.0,47.8,13.2,54.4,55.7,91.0,52.0
124,BOS,BOS @ ATL,04/09/2014,L,48,105.4,114.1,-8.7,67.6,1.56,19.2,28.6,77.5,50.6,17.4,51.2,53.8,92.0,40.5
125,OKC,OKC @ LAC,04/09/2014,W,48,105.9,99.0,6.9,47.4,2.25,13.7,22.6,67.9,45.9,7.9,45.0,51.4,101.5,52.9
126,HOU,HOU @ DEN,04/09/2014,L,48,110.5,117.1,-6.7,70.0,1.87,18.9,29.6,71.7,50.5,14.3,51.6,56.3,105.0,46.4
127,MIL,MIL vs. IND,04/09/2014,L,48,106.3,108.3,-2.1,55.3,1.91,15.8,32.7,76.6,53.5,11.5,46.0,51.1,96.0,49.7
128,ATL,ATL vs. BOS,04/09/2014,W,48,114.1,105.4,8.7,75.0,1.88,22.9,22.5,71.4,49.4,17.4,58.6,61.3,92.0,59.5
129,MIA,MIA @ MEM,04/09/2014,L,48,117.2,121.6,-4.3,63.2,1.6,20.3,19.4,61.5,41.3,17.2,62.3,65.2,87.5,47.7
130,SAC,SAC @ POR,04/09/2014,L,48,102.1,102.0,0.0,48.7,1.58,14.5,26.8,80.0,49.0,12.4,45.6,49.2,97.5,45.5
131,BKN,BKN @ ORL,04/09/2014,L,48,118.1,123.7,-5.6,57.9,1.57,16.9,33.3,73.8,52.9,14.9,54.4,59.1,93.5,45.5
132,CHI,CHI @ MIN,04/09/2014,W,48,114.6,96.7,17.9,70.7,2.07,22.1,30.2,71.7,51.7,15.7,56.7,58.4,89.5,57.7
133,DEN,DEN vs. HOU,04/09/2014,W,48,117.1,110.5,6.7,62.0,2.82,20.5,28.3,70.4,49.5,10.5,55.0,57.4,105.0,53.6
134,DET,DET @ CLE,04/09/2014,L,48,103.1,127.1,-24.0,55.9,1.27,13.2,46.3,59.1,51.4,15.5,40.1,45.4,96.5,34.3
135,WAS,WAS vs. CHA,04/09/2014,L,53,89.8,96.9,-7.1,62.2,1.92,18.0,16.3,73.7,47.2,12.2,45.7,48.5,88.3,51.8
136,NOP,NOP vs. PHX,04/09/2014,L,48,96.7,103.3,-6.6,73.5,1.79,19.7,25.0,83.3,52.2,15.4,46.3,50.3,91.0,48.0
137,LAC,LAC vs. OKC,04/09/2014,L,48,99.0,105.9,-6.9,63.9,1.35,16.1,32.1,77.4,54.1,16.7,46.5,50.0,101.5,47.1
138,MIA,MIA vs. BKN,04/08/2014,L,48,101.2,102.3,-1.2,51.5,1.31,15.6,15.4,80.0,45.9,15.1,52.9,56.2,86.0,50.0
139,SAC,SAC vs. OKC,04/08/2014,L,48,105.7,120.2,-14.5,38.2,1.3,11.1,33.3,71.7,51.5,11.5,43.3,48.8,88.0,42.0
140,BKN,BKN @ MIA,04/08/2014,W,48,102.3,101.2,1.2,36.1,0.76,12.4,20.0,84.6,54.1,19.8,59.6,59.3,86.0,50.0
141,OKC,OKC @ SAC,04/08/2014,W,48,120.2,105.7,14.5,60.5,3.83,18.7,28.3,66.7,48.5,6.7,55.0,58.2,88.0,58.0
142,ATL,ATL vs. DET,04/08/2014,L,48,96.9,106.3,-9.3,76.5,1.63,18.4,31.6,63.0,46.8,16.3,43.3,47.7,97.0,46.8
143,HOU,HOU @ LAL,04/08/2014,W,48,128.3,115.0,13.3,58.9,2.36,20.9,28.6,82.5,59.6,12.4,63.4,66.3,113.0,56.9
144,DAL,DAL @ UTA,04/08/2014,W,48,120.3,106.4,13.8,60.0,2.4,21.6,27.0,55.6,44.0,12.7,61.8,61.8,78.5,61.4
145,UTA,UTA vs. DAL,04/08/2014,L,48,106.4,120.3,-13.8,44.4,1.78,13.7,44.4,73.0,56.0,11.5,43.7,44.8,78.5,38.6
146,LAL,LAL vs. HOU,04/08/2014,L,48,115.0,128.3,-13.3,86.4,3.45,23.8,17.5,71.4,40.4,9.7,53.7,58.9,113.0,43.1
147,MIN,MIN vs. SAS,04/08/2014,W,48,110.0,92.9,17.1,54.8,1.44,16.0,41.2,78.0,59.4,16.0,48.9,53.7,99.0,62.4
148,SAS,SAS @ MIN,04/08/2014,L,48,92.9,110.0,-17.1,52.8,1.19,14.8,22.0,58.8,40.6,16.3,46.9,49.5,99.0,37.6
149,DET,DET @ ATL,04/08/2014,W,48,106.3,96.9,9.3,37.8,0.93,10.9,37.0,68.4,53.2,15.6,46.5,51.0,97.0,53.2
150,OKC,OKC @ PHX,04/06/2014,L,48,117.3,125.8,-8.4,42.5,1.42,13.5,30.4,81.6,53.6,12.2,53.0,58.6,97.5,44.8
151,ATL,ATL @ IND,04/06/2014,W,48,117.6,95.7,21.9,53.7,1.38,18.3,20.0,73.6,52.3,17.6,64.4,66.5,91.5,64.2
152,SAS,SAS vs. MEM,04/06/2014,W,48,119.1,97.9,21.3,62.8,1.69,20.9,22.9,69.2,50.6,17.0,61.7,65.9,94.0,64.0
153,GSW,GSW vs. UTA,04/06/2014,W,48,128.7,100.0,28.7,65.4,2.13,23.9,21.1,76.5,52.8,15.8,67.2,69.2,101.5,59.3
154,LAC,LAC vs. LAL,04/06/2014,W,48,115.4,93.3,22.1,59.6,1.65,19.9,22.5,83.0,57.0,16.3,62.7,63.5,104.0,62.9
155,DAL,DAL @ SAC,04/06/2014,W,48,106.9,103.4,3.5,63.9,2.3,18.0,34.5,69.8,50.0,11.5,47.8,48.9,87.5,49.1
156,IND,IND vs. ATL,04/06/2014,L,48,95.7,117.6,-21.9,56.3,1.64,14.6,26.4,80.0,47.7,12.0,44.2,48.2,91.5,35.8
157,NOP,NOP @ POR,04/06/2014,L,48,100.0,107.5,-7.5,55.3,2.1,16.2,29.6,63.0,45.0,10.6,44.4,48.0,93.5,44.7
158,HOU,HOU vs. DEN,04/06/2014,W,53,112.1,108.7,3.4,53.3,1.6,15.3,30.0,65.5,47.5,12.9,52.6,56.2,104.6,52.2
159,LAL,LAL @ LAC,04/06/2014,L,48,93.3,115.4,-22.1,72.2,1.73,18.7,17.0,77.5,43.0,14.4,45.9,50.5,104.0,37.1
160,UTA,UTA @ GSW,04/06/2014,L,48,100.0,128.7,-28.7,69.2,2.25,19.3,23.5,78.9,47.2,11.8,47.7,51.9,101.5,40.7
161,MEM,MEM @ SAS,04/06/2014,L,48,97.9,119.1,-21.3,57.9,1.47,16.8,30.8,77.1,49.4,16.0,47.1,49.2,94.0,36.0
162,SAC,SAC vs. DAL,04/06/2014,L,48,103.4,106.9,-3.5,58.3,1.62,17.6,30.2,65.5,50.0,14.8,50.7,53.7,87.5,50.9
163,DEN,DEN @ HOU,04/06/2014,L,53,108.7,112.1,-3.4,54.9,1.33,17.3,34.5,70.0,52.5,18.3,54.2,55.4,104.6,47.8
164,NYK,NYK @ MIA,04/06/2014,L,48,108.3,121.4,-13.1,54.5,1.64,14.6,40.0,71.9,51.7,13.1,46.0,48.5,84.0,38.1
165,POR,POR vs. NOP,04/06/2014,W,48,107.5,100.0,7.5,48.8,1.33,15.5,37.0,70.4,55.0,16.1,50.0,53.4,93.5,55.3
