,Team,Match Up,Game Date,W/L,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,ASTRatio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE
48,TOR,TOR @ MIL,04/11/2011,L,48,90.5,97.9,-7.4,53.3,0.8,12.2,38.6,71.7,53.4,21.1,38.9,45.4,95.0,39.0
49,DEN,DEN vs. GSW,04/11/2011,W,48,131.4,109.9,21.5,62.0,3.88,21.2,31.9,78.8,56.6,7.8,58.5,61.2,101.5,62.9
50,NOH,NOH vs. UTA,04/11/2011,L,48,90.7,104.7,-14.0,57.1,1.07,13.4,37.5,87.9,58.0,17.4,40.5,45.6,86.0,38.6
51,HOU,HOU vs. DAL,04/11/2011,L,53,88.3,93.3,-5.0,68.6,1.41,16.6,28.1,80.4,50.0,16.5,40.6,44.2,94.19,43.9
52,PHI,PHI vs. ORL,04/11/2011,L,48,97.7,106.7,-9.0,62.9,2.0,18.3,22.9,52.1,37.5,12.6,45.7,48.9,88.0,43.9
53,PHX,PHX vs. MIN,04/11/2011,W,53,127.4,119.8,7.5,80.0,2.67,25.3,30.4,66.7,48.4,14.2,64.1,66.1,96.0,54.1
54,DET,DET vs. CLE,04/11/2011,L,48,112.2,119.6,-7.3,57.9,1.38,17.6,32.5,69.4,52.8,17.8,54.1,58.5,91.0,46.7
55,MIA,MIA @ ATL,04/11/2011,W,48,112.6,104.7,8.0,66.7,1.26,19.5,34.3,59.2,48.8,21.8,56.5,61.6,86.5,57.5
56,DAL,DAL @ HOU,04/11/2011,W,53,93.3,88.3,5.0,55.3,1.05,15.8,19.6,71.9,50.0,19.0,48.2,53.4,94.19,56.1
57,NJN,NJN vs. CHA,04/11/2011,L,48,124.1,126.5,-2.4,53.5,3.29,19.7,30.6,67.6,49.3,8.4,57.0,60.5,83.0,48.6
58,NJN,NJN @ TOR,04/10/2011,L,48,103.4,112.5,-9.1,47.1,1.6,12.7,39.7,47.5,42.9,11.2,39.8,46.1,88.5,41.9
59,CHI,CHI @ ORL,04/10/2011,W,48,115.9,111.2,4.7,69.4,1.19,21.2,23.1,65.3,50.7,23.9,65.8,71.4,88.5,58.0
60,DAL,DAL vs. PHX,04/10/2011,W,48,125.0,96.8,28.2,64.4,2.07,20.6,45.5,63.2,55.4,15.2,56.7,59.3,92.5,68.5
61,ORL,ORL vs. CHI,04/10/2011,L,48,111.2,115.9,-4.7,62.9,1.69,17.2,34.7,76.9,49.3,14.6,50.6,54.9,88.5,42.0
62,NYK,NYK @ IND,04/10/2011,W,48,108.9,105.8,3.1,58.1,1.5,13.8,21.6,70.4,46.7,11.9,46.3,55.6,102.0,51.5
63,SAC,SAC @ GSW,04/10/2011,W,48,105.1,103.0,2.1,62.2,1.0,16.1,43.8,63.3,54.6,23.2,48.8,54.6,99.5,50.7
64,BOS,BOS @ MIA,04/10/2011,L,48,88.5,116.3,-27.8,55.2,0.84,15.0,13.9,57.1,37.2,21.8,50.0,54.2,86.5,37.0
65,GSW,GSW vs. SAC,04/10/2011,L,48,103.0,105.1,-2.1,64.3,2.7,18.2,36.7,56.3,45.4,10.0,44.6,47.3,99.5,49.3
66,CHA,CHA vs. DET,04/10/2011,L,48,111.0,124.4,-13.5,69.0,2.23,22.3,27.5,60.5,43.6,14.3,59.0,58.2,90.5,43.0
67,IND,IND vs. NYK,04/10/2011,L,48,105.8,108.9,-3.1,51.3,1.43,14.7,29.6,78.4,53.3,13.6,47.2,53.2,102.0,48.5
68,TOR,TOR vs. NJN,04/10/2011,W,48,112.5,103.4,9.1,51.3,1.0,15.5,52.5,60.3,57.1,22.7,52.0,56.0,88.5,58.1
69,DET,DET @ CHA,04/10/2011,W,48,124.4,111.0,13.5,71.1,2.13,23.5,39.5,72.5,56.4,16.7,60.5,62.7,90.5,57.0
70,LAL,LAL vs. OKC,04/10/2011,L,48,115.2,130.4,-15.2,60.5,2.3,18.1,26.7,73.5,46.8,10.9,51.2,56.8,92.0,43.9
71,NOH,NOH @ MEM,04/10/2011,L,48,97.8,122.0,-24.2,72.7,1.71,18.6,30.8,72.7,47.1,15.4,46.3,48.9,91.0,32.8
72,MIA,MIA vs. BOS,04/10/2011,W,48,116.3,88.5,27.8,63.2,1.33,18.8,42.9,86.1,62.8,20.9,54.7,57.8,86.5,63.0
73,PHX,PHX @ DAL,04/10/2011,L,48,96.8,125.0,-28.2,54.3,1.36,14.6,36.8,54.5,44.6,15.1,43.9,46.6,92.5,31.5
74,MEM,MEM vs. NOH,04/10/2011,W,48,122.0,97.8,24.2,63.4,1.73,20.6,27.3,69.2,52.9,16.5,64.0,67.3,91.0,67.2
75,OKC,OKC @ LAL,04/10/2011,W,48,130.4,115.2,15.2,47.5,1.46,16.0,26.5,73.3,53.2,14.1,61.1,68.6,92.0,56.1
76,HOU,HOU vs. LAC,04/09/2011,W,48,111.2,87.6,23.6,76.3,1.81,21.5,39.1,66.2,55.0,18.0,53.1,55.7,89.0,67.8
77,DEN,DEN vs. MIN,04/09/2011,W,48,128.7,106.0,22.7,76.1,2.69,23.0,35.3,80.9,57.1,12.9,63.1,63.1,100.5,60.7
78,MIN,MIN @ DEN,04/09/2011,L,48,106.0,128.7,-22.7,56.4,1.47,16.9,19.1,64.7,42.9,15.0,52.4,56.5,100.5,39.3
79,UTA,UTA @ SAS,04/09/2011,L,48,113.3,123.3,-10.0,62.8,1.93,20.9,32.5,74.3,52.0,15.6,56.3,58.0,90.0,45.8
80,ATL,ATL @ WAS,04/09/2011,L,48,86.5,121.1,-34.6,60.6,0.87,15.9,24.4,62.8,43.2,24.0,46.7,50.5,95.5,31.4
81,CLE,CLE @ MIL,04/09/2011,L,48,109.8,114.9,-5.1,51.4,1.27,15.8,21.4,74.4,48.2,16.3,52.6,57.7,93.0,45.0
82,LAC,LAC @ HOU,04/09/2011,L,48,87.6,111.2,-23.6,54.5,1.8,14.1,33.8,60.9,45.0,11.2,38.4,39.2,89.0,32.2
83,MIL,MIL vs. CLE,04/09/2011,W,48,114.9,109.8,5.1,75.6,2.82,23.0,25.6,78.6,51.8,11.7,56.8,60.1,93.0,55.0
84,WAS,WAS vs. ATL,04/09/2011,W,48,121.1,86.5,34.6,43.5,2.0,15.4,37.2,75.6,56.8,10.5,54.7,58.2,95.5,68.6
85,SAS,SAS vs. UTA,04/09/2011,W,48,123.3,113.3,10.0,70.7,2.42,22.7,25.7,67.5,48.0,13.3,63.4,65.6,90.0,54.2
86,ATL,ATL @ IND,04/08/2011,L,48,105.2,117.5,-12.4,30.6,0.85,9.3,22.9,65.2,43.6,13.4,50.7,55.5,97.0,39.5
87,NJN,NJN vs. NYK,04/08/2011,L,48,94.9,119.6,-24.7,56.4,1.29,17.1,21.3,70.2,45.7,17.3,51.2,52.5,97.5,39.5
88,CHA,CHA @ MIA,04/08/2011,L,48,112.0,121.7,-9.8,41.5,1.55,14.0,31.1,75.8,50.0,12.0,50.6,54.1,92.0,40.4
89,NYK,NYK @ NJN,04/08/2011,W,48,119.6,94.9,24.7,62.8,1.69,19.6,29.8,78.7,54.3,16.5,58.0,60.8,97.5,60.5
90,MIL,MIL @ DET,04/08/2011,L,48,106.4,118.3,-11.9,43.9,2.0,14.4,30.6,57.5,42.7,9.6,47.8,51.8,93.5,40.5
91,OKC,OKC vs. DEN,04/08/2011,W,48,116.9,100.0,16.9,60.5,1.64,17.4,42.6,55.1,49.0,15.7,50.6,54.9,89.0,62.9
92,LAC,LAC @ DAL,04/08/2011,L,48,99.0,110.3,-11.3,57.9,1.0,17.1,26.8,57.4,43.2,22.7,53.9,56.6,97.0,45.2
93,PHI,PHI vs. TOR,04/08/2011,W,48,106.5,100.0,6.5,55.6,1.82,16.7,19.0,73.2,45.8,12.0,50.0,55.3,92.5,51.9
94,POR,POR vs. LAL,04/08/2011,W,48,103.3,97.7,5.6,80.0,3.11,22.0,20.9,62.5,44.4,10.0,49.4,54.2,89.0,64.9
95,NOH,NOH vs. PHX,04/08/2011,W,48,119.8,106.6,13.2,68.9,2.58,23.5,27.5,80.0,53.8,13.2,60.5,61.3,91.0,57.5
96,IND,IND vs. ATL,04/08/2011,W,48,117.5,105.2,12.4,54.8,2.09,16.9,34.8,77.1,56.4,11.3,51.2,56.7,97.0,60.5
97,MEM,MEM vs. SAC,04/08/2011,W,48,105.2,100.0,5.2,55.3,2.33,16.2,26.9,56.9,42.7,9.4,45.8,50.8,96.0,60.5
98,TOR,TOR @ PHI,04/08/2011,L,48,100.0,106.5,-6.5,64.7,1.1,17.6,26.8,81.0,54.2,21.5,50.0,55.9,92.5,48.1
99,PHX,PHX @ NOH,04/08/2011,L,48,106.6,119.8,-13.2,52.8,1.27,16.1,20.0,72.5,46.3,16.5,54.2,58.7,91.0,42.5
100,CHI,CHI @ CLE,04/08/2011,W,48,100.0,89.1,10.9,76.9,2.0,22.6,25.6,77.1,52.7,16.1,51.3,53.7,92.5,64.4
101,DET,DET vs. MIL,04/08/2011,W,48,118.3,106.4,11.9,52.5,1.5,16.0,42.5,69.4,57.3,15.1,51.3,58.7,93.5,59.5
102,CLE,CLE vs. CHI,04/08/2011,L,48,89.1,100.0,-10.9,38.9,0.88,12.1,22.9,74.4,47.3,17.4,45.1,47.2,92.5,35.6
103,LAL,LAL @ POR,04/08/2011,L,48,97.7,103.3,-5.6,41.2,0.82,11.4,37.5,79.1,55.6,19.3,45.9,46.7,89.0,35.1
104,BOS,BOS vs. WAS,04/08/2011,W,48,109.5,92.6,16.8,69.4,1.47,19.2,27.8,68.8,51.2,17.9,51.4,60.2,95.0,68.6
105,MIA,MIA vs. CHA,04/08/2011,W,48,121.7,112.0,9.8,66.7,1.63,20.6,24.2,68.9,50.0,17.4,58.7,66.4,92.0,59.6
106,DEN,DEN @ OKC,04/08/2011,L,48,100.0,116.9,-16.9,48.4,0.79,12.1,44.9,57.4,51.0,21.3,43.5,49.3,89.0,37.1
107,SAC,SAC @ MEM,04/08/2011,L,48,100.0,105.2,-5.2,45.0,1.06,13.1,43.1,73.1,57.3,17.7,43.7,46.6,96.0,39.5
108,DAL,DAL vs. LAC,04/08/2011,W,48,110.3,99.0,11.3,58.1,1.39,17.7,42.6,73.2,56.8,18.6,52.9,55.0,97.0,54.8
109,WAS,WAS @ BOS,04/08/2011,L,48,92.6,109.5,-16.8,40.0,0.67,11.4,31.3,72.2,48.8,22.1,46.1,49.8,95.0,31.4
110,POR,POR @ UTA,04/07/2011,W,48,118.1,104.8,13.3,66.7,2.4,19.7,34.1,63.6,48.9,12.0,50.6,56.1,83.0,56.9
111,CHI,CHI vs. BOS,04/07/2011,W,48,111.5,93.1,18.4,56.8,1.75,17.8,26.8,74.5,52.3,13.8,53.2,57.3,87.0,61.6
112,UTA,UTA vs. POR,04/07/2011,L,48,104.8,118.1,-13.3,61.3,1.46,16.2,36.4,65.9,51.1,15.7,45.9,52.0,83.0,43.1
113,BOS,BOS @ CHI,04/07/2011,L,48,93.1,111.5,-18.4,50.0,1.17,12.6,25.5,73.2,47.7,13.8,39.7,48.0,87.0,38.4
114,SAC,SAC @ SAS,04/06/2011,L,48,100.0,133.3,-33.3,56.8,2.33,16.4,27.6,72.7,44.0,9.8,43.5,46.2,92.5,31.1
115,DET,DET vs. NJN,04/06/2011,W,48,126.1,117.2,8.9,65.1,2.0,20.9,38.9,73.9,58.5,15.2,55.8,63.0,92.5,55.8
116,LAC,LAC @ OKC,04/06/2011,L,48,111.3,115.5,-4.1,57.1,1.6,17.8,33.3,59.6,48.0,15.5,54.2,57.2,97.0,51.7
117,CLE,CLE @ TOR,04/06/2011,W,48,111.8,102.1,9.7,61.1,2.75,17.2,27.1,70.0,49.0,8.6,48.7,54.1,93.5,57.4
118,PHI,PHI vs. NYK,04/06/2011,L,48,103.4,107.8,-4.4,52.6,2.22,15.5,35.6,67.9,50.9,10.1,42.4,45.2,89.5,46.4
119,SAS,SAS vs. SAC,04/06/2011,W,48,133.3,100.0,33.3,56.5,2.17,20.3,27.3,72.4,56.0,12.9,68.4,71.3,92.5,68.9
120,NOH,NOH vs. HOU,04/06/2011,W,48,112.2,102.2,10.0,54.1,1.82,16.5,26.7,69.0,47.1,12.2,48.8,54.6,90.5,56.1
121,GSW,GSW vs. LAL,04/06/2011,W,48,101.1,93.5,7.5,63.9,2.09,16.8,37.3,72.9,53.3,11.7,42.5,46.9,93.5,54.9
122,PHX,PHX @ MIN,04/06/2011,W,48,109.1,100.0,9.1,59.1,1.73,19.4,25.0,76.0,53.3,15.2,55.4,58.7,98.5,57.7
123,LAL,LAL @ GSW,04/06/2011,L,48,93.5,101.1,-7.5,51.5,1.0,13.8,27.1,62.7,46.7,18.3,46.1,48.9,93.5,45.1
124,MIN,MIN vs. PHX,04/06/2011,L,48,100.0,109.1,-9.1,52.6,1.43,15.4,24.0,75.0,46.7,14.3,47.1,51.6,98.5,42.3
125,TOR,TOR vs. CLE,04/06/2011,L,48,102.1,111.8,-9.7,60.0,1.75,16.4,30.0,72.9,51.0,12.8,46.9,51.0,93.5,42.6
126,CHA,CHA vs. ORL,04/06/2011,L,53,110.9,120.7,-9.8,69.2,2.08,20.3,32.6,70.3,49.4,14.1,50.0,55.0,83.32,48.0
127,DAL,DAL vs. DEN,04/06/2011,L,48,104.3,111.8,-7.5,51.3,1.18,15.7,36.4,66.0,51.6,18.5,51.9,54.1,92.5,47.7
128,NJN,NJN @ DET,04/06/2011,L,48,117.2,126.1,-8.9,70.0,2.8,21.1,26.1,61.1,41.5,10.8,53.7,57.8,92.5,44.2
129,HOU,HOU @ NOH,04/06/2011,L,48,102.2,112.2,-10.0,72.2,1.44,20.3,31.0,73.3,52.9,19.8,51.9,55.5,90.5,43.9
130,OKC,OKC vs. LAC,04/06/2011,W,48,115.5,111.3,4.1,56.1,1.92,16.2,40.4,66.7,52.0,12.4,45.8,52.0,97.0,48.3
131,NYK,NYK @ PHI,04/06/2011,W,48,107.8,103.4,4.4,58.3,2.33,16.5,32.1,64.4,49.1,10.0,47.7,50.9,89.5,53.6
132,MIL,MIL @ MIA,04/06/2011,W,48,104.7,98.8,5.8,47.1,1.45,14.3,23.8,68.1,47.2,12.8,49.3,54.5,86.0,56.3
133,MIA,MIA vs. MIL,04/06/2011,L,48,98.8,104.7,-5.8,46.7,0.88,12.4,31.9,76.2,52.8,18.6,45.9,51.1,86.0,43.7
134,WAS,WAS @ IND,04/06/2011,L,48,105.7,129.5,-23.9,25.0,0.59,7.7,34.0,75.0,51.2,16.0,48.9,54.5,105.5,34.4
135,DEN,DEN @ DAL,04/06/2011,W,48,111.8,104.3,7.5,56.1,1.64,17.7,34.0,63.6,48.4,15.1,52.3,55.4,92.5,52.3
136,IND,IND vs. WAS,04/06/2011,W,48,129.5,105.7,23.9,64.0,1.68,22.1,25.0,66.0,48.8,18.1,67.3,70.3,105.5,65.6
137,ORL,ORL @ CHA,04/06/2011,W,53,120.7,110.9,9.8,48.8,1.25,16.5,29.7,67.4,50.6,17.4,63.2,66.1,83.32,52.0
138,DEN,DEN vs. OKC,04/05/2011,L,48,93.1,101.0,-7.9,47.2,1.42,13.8,11.5,82.0,46.1,11.9,47.0,50.3,100.5,43.1
139,PHX,PHX @ CHI,04/05/2011,L,48,100.0,105.4,-5.4,71.1,1.8,19.9,34.6,78.3,55.1,16.0,47.7,50.4,93.0,46.9
140,ATL,ATL vs. SAS,04/05/2011,L,48,102.3,110.2,-8.0,48.6,1.55,15.6,10.5,65.8,38.2,12.5,50.7,55.7,88.0,43.6
141,BOS,BOS vs. PHI,04/05/2011,W,48,110.0,92.1,17.9,72.5,1.93,22.5,30.6,71.2,54.5,16.7,55.3,58.7,89.5,63.8
142,WAS,WAS vs. DET,04/05/2011,W,48,108.1,106.1,2.0,55.3,1.11,15.7,34.9,54.2,46.1,19.2,51.3,57.9,99.0,58.3
143,OKC,OKC @ DEN,04/05/2011,W,48,101.0,93.1,7.9,45.7,1.33,12.8,18.0,88.5,53.9,12.0,46.8,53.5,100.5,56.9
144,GSW,GSW @ POR,04/05/2011,W,48,125.6,101.2,24.4,39.0,1.45,13.3,41.9,67.3,55.4,12.8,54.3,58.9,86.0,58.8
145,NYK,NYK vs. TOR,04/05/2011,W,48,132.3,119.2,13.1,68.9,2.21,22.3,23.7,58.5,44.0,14.1,67.3,70.5,99.0,61.3
146,PHI,PHI @ BOS,04/05/2011,L,48,92.1,110.0,-17.9,51.5,1.55,14.2,28.8,69.4,45.5,12.4,41.7,44.8,89.5,36.2
147,MIL,MIL @ ORL,04/05/2011,L,48,77.4,83.9,-6.5,51.9,0.78,12.3,16.0,69.8,40.9,19.4,40.0,43.6,93.0,32.6
148,MIN,MIN @ NJN,04/05/2011,L,48,110.5,112.6,-2.1,59.0,1.28,17.3,38.1,73.5,57.1,18.9,54.4,57.8,95.0,47.5
149,CHA,CHA @ CLE,04/05/2011,L,48,94.7,105.3,-10.6,68.8,2.0,17.2,26.9,72.9,49.0,11.7,41.5,47.4,94.0,47.7
150,LAC,LAC @ MEM,04/05/2011,W,48,89.1,87.1,2.0,43.8,0.7,11.5,33.3,69.6,52.3,21.7,43.6,46.8,92.5,47.8
151,CLE,CLE vs. CHA,04/05/2011,W,48,105.3,94.7,10.6,64.9,1.6,18.5,27.1,73.1,51.0,16.0,50.0,54.5,94.0,52.3
152,ORL,ORL vs. MIL,04/05/2011,W,48,83.9,77.4,6.5,46.2,0.57,10.3,30.2,84.0,59.1,22.6,40.3,47.1,93.0,67.4
153,TOR,TOR @ NYK,04/05/2011,L,48,119.2,132.3,-13.1,24.4,0.92,8.3,41.5,76.3,56.0,12.1,50.5,55.4,99.0,38.7
154,MEM,MEM vs. LAC,04/05/2011,L,48,87.1,89.1,-2.0,32.4,0.79,9.2,30.4,66.7,47.7,15.1,40.1,43.1,92.5,52.2
155,POR,POR vs. GSW,04/05/2011,L,48,101.2,125.6,-24.4,55.9,2.11,15.8,32.7,58.1,44.6,10.5,42.8,47.8,86.0,41.2
156,UTA,UTA @ LAL,04/05/2011,W,48,90.5,89.5,1.1,58.8,1.18,15.0,33.3,67.3,50.0,17.9,42.9,45.2,95.0,53.3
157,HOU,HOU vs. SAC,04/05/2011,L,48,100.0,104.0,-4.0,60.0,1.71,17.1,28.1,77.5,48.5,13.9,46.3,48.9,100.5,45.7
158,NJN,NJN vs. MIN,04/05/2011,W,48,112.6,110.5,2.1,73.8,3.1,22.3,26.5,61.9,42.9,10.5,52.2,54.7,95.0,52.5
159,SAS,SAS @ ATL,04/05/2011,W,48,110.2,102.3,8.0,37.8,1.08,12.3,34.2,89.5,61.8,14.8,50.7,56.8,88.0,56.4
160,DET,DET @ WAS,04/05/2011,L,48,106.1,108.1,-2.0,41.9,1.0,12.7,45.8,65.1,53.9,18.2,46.4,49.2,99.0,41.7
161,LAL,LAL vs. UTA,04/05/2011,L,48,89.5,90.5,-1.1,61.3,1.0,14.6,32.7,66.7,50.0,20.0,40.2,45.7,95.0,46.7
162,SAC,SAC @ HOU,04/05/2011,W,48,104.0,100.0,4.0,40.9,1.06,14.2,22.5,71.9,51.5,17.0,53.6,57.2,100.5,54.3
163,CHI,CHI vs. PHX,04/05/2011,W,48,105.4,100.0,5.4,77.8,2.0,21.5,21.7,65.4,44.9,15.2,51.3,54.8,93.0,53.1
164,DET,DET @ BOS,04/03/2011,L,48,102.3,113.5,-11.2,50.0,1.89,14.8,21.3,72.0,38.9,10.2,47.5,51.4,88.5,39.5
165,TOR,TOR vs. ORL,04/03/2011,W,48,122.9,116.7,6.2,60.0,2.18,19.4,40.5,72.3,57.3,13.3,53.8,57.5,83.5,57.6
166,BOS,BOS vs. DET,04/03/2011,W,48,113.5,102.3,11.2,73.2,1.43,24.2,28.0,78.7,61.1,23.6,69.5,70.6,88.5,60.5
