,Team,Match Up,Game Date,W/L,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,ASTRatio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE
439,PHI,PHI @ MIL,02/22/2020,L,48,94.2,113.3,-19.1,48.6,1.42,12.5,23.1,75.6,44.5,11.5,41.9,45.8,104.5,34.2
440,MIL,MIL vs. PHI,02/22/2020,W,48,113.3,94.2,19.1,72.9,2.06,23.5,24.4,76.9,55.5,16.2,60.4,61.5,104.5,65.8
441,CHI,CHI vs. PHX,02/22/2020,L,48,100.0,108.7,-8.7,50.0,0.69,13.1,33.3,62.0,48.0,25.0,51.8,56.4,103.5,41.2
442,CLE,CLE @ MIA,02/22/2020,L,48,104.0,125.3,-21.3,76.3,1.16,19.7,38.6,86.5,60.5,24.8,56.3,59.2,100.0,40.6
443,HOU,HOU @ UTA,02/22/2020,W,48,118.8,108.9,9.9,44.4,2.0,15.4,17.6,76.0,46.5,9.9,59.8,61.1,101.0,52.9
444,CHA,CHA vs. BKN,02/22/2020,L,48,87.8,117.3,-29.6,71.0,1.69,16.4,23.8,81.6,49.1,13.3,42.0,44.2,98.0,32.5
445,PHX,PHX @ CHI,02/22/2020,W,48,108.7,100.0,8.7,68.4,1.24,17.6,38.0,66.7,52.0,20.4,50.0,56.2,103.5,58.8
446,ATL,ATL vs. DAL,02/22/2020,W,48,109.9,105.9,4.0,62.8,2.7,18.2,32.8,75.5,52.6,9.9,48.0,50.7,101.0,52.8
447,MIA,MIA vs. CLE,02/22/2020,W,48,125.3,104.0,21.3,75.6,2.13,24.6,13.5,61.4,39.5,16.2,69.0,70.6,100.0,59.4
448,BKN,BKN @ CHA,02/22/2020,W,48,117.3,87.8,29.6,61.9,2.6,19.5,18.4,76.2,50.9,10.2,58.0,60.3,98.0,67.5
449,DAL,DAL @ ATL,02/22/2020,L,48,105.9,109.9,-4.0,57.5,1.44,16.8,24.5,67.2,47.4,15.8,52.8,55.0,101.0,47.2
450,LAC,LAC vs. SAC,02/22/2020,L,48,98.1,105.7,-7.6,58.8,1.05,14.3,28.3,76.0,51.5,18.1,44.8,51.6,105.5,42.4
451,UTA,UTA vs. HOU,02/22/2020,L,48,108.9,118.8,-9.9,42.9,1.38,13.7,24.0,82.4,53.5,12.9,50.6,54.7,101.0,47.1
452,NOP,NOP @ POR,02/21/2020,W,48,123.1,111.7,11.4,80.0,1.89,23.4,31.3,68.5,51.0,18.3,64.3,65.0,103.5,56.5
453,BOS,BOS @ MIN,02/21/2020,W,48,119.8,111.4,8.4,47.7,1.91,14.3,35.7,78.2,56.8,10.4,51.6,57.1,105.5,53.1
454,DEN,DEN @ OKC,02/21/2020,L,48,103.1,115.3,-12.2,51.4,1.0,15.0,24.4,69.4,48.9,19.4,51.9,58.0,98.0,44.8
455,TOR,TOR vs. PHX,02/21/2020,W,48,111.3,96.2,15.1,57.1,0.96,16.9,33.3,76.8,58.9,23.6,61.3,65.8,105.5,60.7
456,ORL,ORL vs. DAL,02/21/2020,L,48,102.9,119.6,-16.7,51.2,2.63,14.9,29.2,79.1,49.1,7.8,43.8,47.2,102.5,39.1
457,IND,IND @ NYK,02/21/2020,W,48,106.0,98.0,8.0,55.6,1.82,14.8,29.1,80.4,53.8,11.0,45.5,51.7,100.0,54.9
458,MIN,MIN vs. BOS,02/21/2020,L,48,111.4,119.8,-8.4,63.9,2.3,16.4,21.8,64.3,43.2,9.5,48.9,56.0,105.5,46.9
459,DAL,DAL @ ORL,02/21/2020,W,48,119.6,102.9,16.7,60.5,1.63,19.0,20.9,70.8,50.9,15.7,60.1,63.9,102.5,60.9
460,PHX,PHX @ TOR,02/21/2020,L,48,96.2,111.3,-15.1,76.3,1.71,19.9,23.2,66.7,41.1,16.2,44.6,49.5,105.5,39.3
461,POR,POR vs. NOP,02/21/2020,L,48,111.7,123.1,-11.4,46.5,1.43,14.4,31.5,68.8,49.0,13.6,51.1,54.8,103.5,43.5
462,SAS,SAS @ UTA,02/21/2020,W,48,111.9,101.0,10.9,55.0,3.14,16.7,17.3,82.0,49.0,6.9,49.5,55.2,102.0,54.8
463,WAS,WAS vs. CLE,02/21/2020,L,48,103.8,108.7,-4.8,58.5,2.0,15.7,37.3,76.2,52.3,11.5,42.9,46.5,104.0,46.3
464,UTA,UTA vs. SAS,02/21/2020,L,48,101.0,111.9,-10.9,71.4,1.47,18.2,18.0,82.7,51.0,16.5,50.0,55.7,102.0,45.2
465,OKC,OKC vs. DEN,02/21/2020,W,48,115.3,103.1,12.2,47.5,1.58,14.4,30.6,75.6,51.1,12.2,51.1,57.1,98.0,55.2
466,MEM,MEM @ LAL,02/21/2020,L,48,101.0,111.4,-10.5,52.4,1.29,15.3,31.6,68.5,49.5,16.3,48.4,49.7,104.5,40.3
467,CLE,CLE @ WAS,02/21/2020,W,48,108.7,103.8,4.8,44.2,0.86,14.3,23.8,62.7,47.7,21.2,59.9,61.4,104.0,53.7
468,LAL,LAL vs. MEM,02/21/2020,W,48,111.4,101.0,10.5,61.0,1.67,17.1,31.5,68.4,50.5,14.3,52.9,56.5,104.5,59.7
469,NYK,NYK vs. IND,02/21/2020,L,48,98.0,106.0,-8.0,60.0,1.4,16.2,19.6,70.9,46.2,15.0,50.0,53.3,100.0,45.1
470,BKN,BKN @ PHI,02/20/2020,L,53,98.1,106.7,-8.6,61.1,1.38,14.2,39.7,77.6,55.6,15.1,40.2,45.5,95.55,36.0
471,SAC,SAC vs. MEM,02/20/2020,W,48,120.6,116.8,3.7,52.4,2.2,16.7,8.7,65.9,36.7,9.3,62.0,65.3,107.0,49.4
472,DET,DET vs. MIL,02/20/2020,L,48,101.9,122.3,-20.4,62.5,1.14,18.0,25.0,81.6,54.8,21.2,56.0,58.9,103.5,40.6
473,PHI,PHI vs. BKN,02/20/2020,W,53,106.7,98.1,8.6,50.0,1.36,14.1,22.4,60.3,44.4,13.3,46.5,55.2,95.55,64.0
474,MEM,MEM @ SAC,02/20/2020,L,48,116.8,120.6,-3.7,58.1,1.25,17.2,34.1,91.3,63.3,18.7,57.6,63.1,107.0,50.6
475,CHA,CHA @ CHI,02/20/2020,W,48,109.6,97.9,11.7,62.9,1.22,17.3,30.0,67.3,51.1,19.1,52.7,59.4,94.5,59.0
476,CHI,CHI vs. CHA,02/20/2020,L,48,97.9,109.6,-11.7,64.9,1.71,17.8,32.7,70.0,48.9,14.7,46.6,48.8,94.5,41.0
477,HOU,HOU @ GSW,02/20/2020,W,48,133.7,105.0,28.7,68.9,1.94,21.7,27.5,65.2,47.7,15.8,67.6,71.3,100.5,60.5
478,GSW,GSW vs. HOU,02/20/2020,L,48,105.0,133.7,-28.7,59.1,1.13,18.3,34.8,72.5,52.3,23.0,53.4,55.7,100.5,39.5
479,MIA,MIA @ ATL,02/20/2020,L,48,112.7,117.3,-4.5,70.0,1.87,17.8,34.4,83.0,55.6,13.6,46.4,54.0,110.0,47.6
480,ATL,ATL vs. MIA,02/20/2020,W,48,117.3,112.7,4.5,53.7,1.38,15.7,17.0,65.6,44.4,14.5,57.6,64.2,110.0,52.4
481,MIL,MIL @ DET,02/20/2020,W,48,122.3,101.9,20.4,51.1,3.0,17.6,18.4,75.0,45.2,7.8,55.9,60.1,103.5,59.4
482,LAC,LAC @ BOS,02/13/2020,L,58,106.4,112.8,-6.4,41.3,1.19,11.6,29.9,75.4,51.6,12.8,46.8,52.7,103.45,44.3
483,OKC,OKC @ NOP,02/13/2020,W,48,119.4,115.7,3.7,60.9,3.11,20.0,20.8,77.1,49.0,8.7,57.1,60.5,102.5,52.7
484,BOS,BOS vs. LAC,02/13/2020,W,58,112.8,106.4,6.4,48.9,1.47,13.6,24.6,70.1,48.4,12.0,52.4,58.5,103.45,55.7
485,NOP,NOP vs. OKC,02/13/2020,L,48,115.7,119.4,-3.7,73.8,1.82,21.5,22.9,79.2,51.0,16.7,57.0,60.3,102.5,47.3
486,MEM,MEM vs. POR,02/12/2020,W,48,107.8,101.0,6.8,57.8,2.17,17.9,29.6,69.8,51.3,11.7,50.5,53.0,103.0,57.3
487,LAL,LAL @ DEN,02/12/2020,W,53,112.1,111.5,0.6,61.7,2.42,19.3,25.9,84.8,53.0,11.2,57.0,57.2,95.55,49.7
488,SAC,SAC @ DAL,02/12/2020,L,48,112.1,128.7,-16.6,63.4,5.2,18.6,24.6,79.5,46.0,5.1,47.5,51.1,100.0,40.2
489,MIN,MIN vs. CHA,02/12/2020,L,48,106.9,112.7,-5.8,64.1,2.27,17.1,31.3,69.2,48.3,10.9,45.5,49.2,101.5,46.6
490,UTA,UTA vs. MIA,02/12/2020,W,48,117.2,101.0,16.2,56.1,1.53,17.3,26.1,84.9,57.6,15.2,56.5,61.0,99.5,59.3
491,CLE,CLE vs. ATL,02/12/2020,W,48,121.0,101.9,19.0,52.1,1.47,16.8,38.8,80.0,59.6,16.2,56.4,60.5,104.0,60.1
492,MIA,MIA @ UTA,02/12/2020,L,48,101.0,117.2,-16.2,50.0,1.73,15.1,15.1,73.9,42.4,11.0,50.6,53.1,99.5,40.7
493,PHX,PHX vs. GSW,02/12/2020,W,48,110.9,103.9,7.0,59.5,1.79,18.1,24.0,85.0,51.1,13.9,53.8,57.4,101.5,51.4
494,MIL,MIL @ IND,02/12/2020,L,48,105.7,111.3,-5.6,48.6,1.0,12.9,31.5,76.7,51.5,17.1,47.8,54.4,105.5,42.0
495,IND,IND vs. MIL,02/12/2020,W,48,111.3,105.7,5.6,62.2,1.75,19.4,23.3,68.5,48.5,15.1,57.6,61.1,105.5,58.0
496,CHA,CHA @ MIN,02/12/2020,W,48,112.7,106.9,5.8,51.2,1.57,15.7,30.8,68.8,51.7,13.7,54.3,56.3,101.5,53.4
497,POR,POR @ MEM,02/12/2020,L,48,101.0,107.8,-6.8,58.3,1.91,14.8,30.2,70.4,48.7,10.7,43.8,48.3,103.0,42.7
498,ATL,ATL @ CLE,02/12/2020,L,48,101.9,121.0,-19.0,66.7,1.41,17.5,20.0,61.2,40.4,16.5,50.6,55.3,104.0,39.9
499,GSW,GSW @ PHX,02/12/2020,L,48,103.9,110.9,-7.0,69.2,1.23,20.0,15.0,76.0,48.9,21.6,57.8,62.1,101.5,48.6
500,WAS,WAS @ NYK,02/12/2020,W,48,106.5,89.7,16.8,62.5,1.79,18.0,14.9,67.9,43.7,13.1,53.6,57.9,107.0,62.6
501,DEN,DEN vs. LAL,02/12/2020,L,53,111.5,112.1,-0.6,72.7,2.67,22.4,15.2,74.1,47.0,11.5,56.3,59.4,95.55,50.3
502,DET,DET @ ORL,02/12/2020,L,53,101.8,105.5,-3.6,70.0,1.33,18.9,21.2,78.8,50.0,19.1,53.3,56.8,99.62,43.7
503,NYK,NYK vs. WAS,02/12/2020,L,48,89.7,106.5,-16.8,52.8,0.86,13.2,32.1,85.1,56.3,20.6,42.6,47.6,107.0,37.4
504,ORL,ORL vs. DET,02/12/2020,W,53,105.5,101.8,3.6,77.3,2.62,22.1,21.2,78.8,50.0,11.8,52.1,55.8,99.62,56.3
505,BKN,BKN vs. TOR,02/12/2020,W,48,103.1,92.9,10.2,75.0,1.59,19.0,30.4,80.7,55.8,17.3,46.0,51.0,98.0,59.0
506,TOR,TOR @ BKN,02/12/2020,L,48,92.9,103.1,-10.2,61.8,1.62,16.3,19.3,69.6,44.2,13.3,45.0,47.5,98.0,41.0
507,DAL,DAL vs. SAC,02/12/2020,W,48,128.7,112.1,16.6,70.8,2.83,23.8,20.5,75.4,54.0,11.9,66.5,69.0,100.0,59.8
508,LAC,LAC @ PHI,02/11/2020,L,48,104.0,113.4,-9.4,62.5,2.78,18.7,19.2,72.7,46.7,9.1,52.2,53.8,98.0,45.4
509,HOU,HOU vs. BOS,02/11/2020,W,48,110.5,100.0,10.5,51.5,1.21,13.3,12.8,78.4,46.9,13.3,51.3,60.7,105.0,54.0
510,SAS,SAS @ OKC,02/11/2020,W,48,112.9,107.1,5.8,48.8,1.67,15.2,27.9,81.6,56.5,11.9,53.0,59.4,100.0,59.2
511,POR,POR @ NOP,02/11/2020,L,48,109.3,129.0,-19.6,47.7,1.4,14.9,27.5,67.4,46.4,14.0,51.1,55.5,107.0,35.9
512,WAS,WAS vs. CHI,02/11/2020,W,48,117.8,106.5,11.2,58.3,1.65,19.2,24.4,70.0,48.4,15.9,60.1,63.3,107.0,58.0
513,OKC,OKC vs. SAS,02/11/2020,L,48,107.1,112.9,-5.8,48.7,1.36,15.0,18.4,72.1,43.5,14.1,52.4,56.2,100.0,40.8
514,PHI,PHI vs. LAC,02/11/2020,W,48,113.4,104.0,9.4,56.8,3.13,18.2,27.3,80.8,53.3,8.2,50.5,52.8,98.0,54.6
515,CHI,CHI @ WAS,02/11/2020,L,48,106.5,117.8,-11.2,56.8,1.14,17.0,30.0,75.6,51.6,20.6,56.5,58.1,107.0,42.0
516,NOP,NOP vs. POR,02/11/2020,W,48,129.0,109.3,19.6,81.6,2.86,24.7,32.6,72.5,53.6,13.1,60.9,65.0,107.0,64.1
517,BOS,BOS @ HOU,02/11/2020,L,48,100.0,110.5,-10.5,64.9,1.33,17.3,21.6,87.2,53.1,17.1,50.0,54.7,105.0,46.0
518,GSW,GSW vs. MIA,02/10/2020,L,48,101.0,111.9,-10.9,76.7,1.44,17.4,17.6,77.1,46.5,16.0,46.1,54.9,100.5,40.4
519,DEN,DEN vs. SAS,02/10/2020,W,48,136.6,127.7,8.9,75.6,3.09,25.0,24.3,69.6,49.4,11.8,67.5,70.5,93.5,53.7
520,MIA,MIA @ GSW,02/10/2020,W,48,111.9,101.0,10.9,83.7,3.0,24.3,22.9,82.4,53.5,11.9,56.3,58.7,100.5,59.6
521,SAC,SAC @ MIL,02/10/2020,L,48,101.8,113.9,-12.1,54.8,1.77,16.0,22.2,77.8,47.9,11.9,48.5,51.0,108.5,41.9
522,PHX,PHX @ LAL,02/10/2020,L,48,101.0,125.0,-24.0,81.3,2.0,20.2,8.3,58.8,34.3,13.1,49.3,55.8,99.5,39.1
523,ORL,ORL vs. ATL,02/10/2020,W,48,136.4,127.3,9.1,66.0,3.0,21.9,39.6,81.0,58.9,11.1,62.1,64.5,99.0,53.6
524,DET,DET vs. CHA,02/10/2020,L,48,86.4,97.8,-11.4,72.4,1.0,16.3,37.7,64.9,51.8,23.9,39.6,43.3,88.5,41.9
525,CHA,CHA @ DET,02/10/2020,W,48,97.8,86.4,11.4,57.6,1.58,14.8,35.1,62.3,48.2,13.5,42.6,46.2,88.5,58.1
526,SAS,SAS @ DEN,02/10/2020,L,48,127.7,136.6,-8.9,80.5,3.3,23.4,30.4,75.7,50.6,10.6,57.6,62.5,93.5,46.3
527,TOR,TOR vs. MIN,02/10/2020,W,48,123.4,114.5,8.9,56.9,1.45,19.1,29.3,68.8,50.6,18.0,66.9,69.1,110.5,57.4
528,ATL,ATL @ ORL,02/10/2020,L,48,127.3,136.4,-9.1,70.2,2.75,23.9,19.0,60.4,41.1,12.1,62.5,66.0,99.0,46.4
529,MIL,MIL vs. SAC,02/10/2020,W,48,113.9,101.8,12.1,60.5,2.0,17.8,22.2,77.8,52.1,12.0,54.2,58.0,108.5,58.1
530,MIN,MIN @ TOR,02/10/2020,L,48,114.5,123.4,-8.9,61.5,1.04,16.1,31.3,70.7,49.4,20.9,55.8,62.1,110.5,42.6
531,LAL,LAL vs. PHX,02/10/2020,W,48,125.0,101.0,24.0,59.6,1.75,18.8,41.2,91.7,65.7,16.0,59.3,61.3,99.5,60.9
532,DAL,DAL vs. UTA,02/10/2020,L,48,121.4,125.5,-4.1,61.5,3.43,18.6,15.2,68.6,38.3,7.1,56.0,61.6,98.0,48.5
533,BKN,BKN @ IND,02/10/2020,W,48,112.8,110.5,2.2,57.1,2.0,15.0,34.5,81.3,56.3,10.6,47.1,52.4,94.5,48.5
534,UTA,UTA @ DAL,02/10/2020,W,48,125.5,121.4,4.1,58.7,1.29,19.9,31.4,84.8,61.7,21.4,68.6,70.5,98.0,51.5
535,IND,IND vs. BKN,02/10/2020,L,48,110.5,112.8,-2.2,62.2,4.67,21.4,18.8,65.5,43.7,6.3,52.7,54.2,94.5,51.5
536,BOS,BOS @ OKC,02/09/2020,W,48,119.1,118.1,1.1,50.0,2.11,15.0,29.2,72.2,52.0,9.6,54.8,58.4,94.0,54.3
537,UTA,UTA @ HOU,02/09/2020,W,48,117.5,116.5,1.0,59.5,1.56,18.4,30.4,75.9,55.0,16.5,57.6,60.7,97.0,53.2
538,ATL,ATL vs. NYK,02/09/2020,W,58,115.7,110.7,5.0,59.2,1.93,17.5,27.9,65.6,46.7,12.4,51.9,57.5,100.55,51.9
539,POR,POR vs. MIA,02/09/2020,W,48,113.9,107.9,5.9,50.0,1.43,15.6,17.4,71.7,48.1,13.9,58.2,60.7,101.0,51.7
540,MEM,MEM @ WAS,02/09/2020,W,48,95.5,90.0,5.5,44.2,1.27,12.7,32.3,82.1,58.1,13.5,44.6,46.9,110.5,50.6
541,PHI,PHI vs. CHI,02/09/2020,W,48,118.0,111.0,7.0,69.0,1.81,19.9,37.0,65.2,51.1,16.0,56.5,60.2,100.0,56.5
542,HOU,HOU vs. UTA,02/09/2020,L,48,116.5,117.5,-1.0,45.5,2.5,15.5,24.1,69.6,45.0,8.2,54.2,55.9,97.0,46.8
543,NYK,NYK @ ATL,02/09/2020,L,58,110.7,115.7,-5.0,57.7,1.67,17.3,34.4,72.1,53.3,14.8,53.2,55.8,100.55,48.1
544,WAS,WAS vs. MEM,02/09/2020,L,48,90.0,95.5,-5.5,71.4,3.57,17.0,17.9,67.7,41.9,6.4,38.5,43.9,110.5,49.4
545,MIA,MIA @ POR,02/09/2020,L,48,107.9,113.9,-5.9,79.5,2.38,20.8,28.3,82.6,51.9,12.9,50.0,52.3,101.0,48.3
546,LAC,LAC @ CLE,02/09/2020,W,48,129.1,89.3,39.8,52.8,2.33,19.7,26.8,69.2,52.8,11.7,63.4,65.3,103.0,70.4
547,CLE,CLE vs. LAC,02/09/2020,L,48,89.3,129.1,-39.8,62.9,1.38,15.3,30.8,73.2,47.2,15.5,40.5,43.9,103.0,29.6
548,OKC,OKC vs. BOS,02/09/2020,L,48,118.1,119.1,-1.1,35.9,1.4,11.5,27.8,70.8,48.0,10.6,51.7,56.2,94.0,45.7
549,CHI,CHI @ PHI,02/09/2020,L,48,111.0,118.0,-7.0,53.5,1.28,16.7,34.8,63.0,48.9,18.0,55.7,58.1,100.0,43.5
550,TOR,TOR vs. BKN,02/08/2020,W,48,122.7,121.6,1.0,48.9,3.14,16.3,32.0,69.2,51.0,7.2,54.7,57.1,97.0,48.6
551,ORL,ORL vs. MIL,02/08/2020,L,48,91.3,106.7,-15.4,75.7,3.11,19.6,17.2,73.6,42.7,8.7,42.9,45.6,104.0,42.9
552,DET,DET vs. NYK,02/08/2020,L,48,103.4,106.7,-3.4,61.8,1.31,18.3,13.2,58.3,38.4,18.0,58.7,60.5,89.0,48.7
553,SAC,SAC vs. SAS,02/08/2020,W,48,129.8,107.4,22.4,55.6,2.27,19.4,22.2,76.7,48.9,11.7,63.4,64.3,94.5,56.2
554,DAL,DAL @ CHA,02/08/2020,W,48,127.5,111.1,16.4,65.9,2.42,21.8,34.9,69.8,54.2,13.2,60.3,63.2,90.5,61.0
555,NOP,NOP @ IND,02/08/2020,W,48,119.2,111.4,7.8,61.4,1.8,18.2,31.5,86.4,56.1,14.4,54.2,58.5,104.5,52.0
556,SAS,SAS @ SAC,02/08/2020,L,48,107.4,129.8,-22.4,56.1,1.53,18.1,23.3,77.8,51.1,15.8,54.9,57.4,94.5,43.8
557,BKN,BKN @ TOR,02/08/2020,L,48,121.6,122.7,-1.0,65.9,3.0,19.4,30.8,68.0,49.0,9.3,53.3,57.5,97.0,51.4
558,IND,IND vs. NOP,02/08/2020,L,48,111.4,119.2,-7.8,56.8,1.79,18.4,13.6,68.5,43.9,13.3,58.4,61.7,104.5,48.0
559,NYK,NYK @ DET,02/08/2020,W,48,106.7,103.4,3.4,63.2,1.6,18.2,41.7,86.8,61.6,16.9,49.4,51.4,89.0,51.3
560,LAL,LAL @ GSW,02/08/2020,W,48,117.9,113.2,4.7,67.4,1.21,19.1,39.5,77.6,59.8,22.6,61.0,64.5,106.0,52.6
561,MIN,MIN vs. LAC,02/08/2020,W,48,134.0,107.5,26.5,75.0,3.0,25.0,23.9,83.0,53.8,12.3,68.4,69.0,106.5,58.3
562,LAC,LAC @ MIN,02/08/2020,L,48,107.5,134.0,-26.5,58.5,1.6,17.3,17.0,76.1,46.2,14.0,52.9,58.2,106.5,41.7
563,GSW,GSW vs. LAL,02/08/2020,L,48,113.2,117.9,-4.7,67.4,1.72,20.9,22.4,60.5,40.2,17.0,59.0,60.5,106.0,47.4
564,CHA,CHA vs. DAL,02/08/2020,L,48,111.1,127.5,-16.4,39.5,1.36,12.4,30.2,65.1,45.8,12.2,50.0,52.7,90.5,39.0
565,PHX,PHX vs. DEN,02/08/2020,L,48,111.3,119.4,-8.0,65.8,1.79,18.2,30.6,75.0,50.6,14.4,48.9,55.6,97.5,47.1
566,MIL,MIL @ ORL,02/08/2020,W,48,106.7,91.3,15.4,61.9,1.63,18.1,26.4,82.8,57.3,15.4,53.2,55.5,104.0,57.1
567,DEN,DEN @ PHX,02/08/2020,W,48,119.4,111.3,8.0,51.1,1.64,17.6,25.0,69.4,49.4,14.3,61.6,64.1,97.5,52.9
568,UTA,UTA vs. POR,02/07/2020,W,48,117.0,112.9,4.1,46.7,1.4,15.3,34.0,78.2,57.1,15.0,54.9,57.6,100.5,53.9
569,PHX,PHX vs. HOU,02/07/2020,W,48,127.0,90.1,36.9,67.4,1.26,20.6,34.3,74.1,59.1,23.0,65.6,71.4,100.5,75.9
570,DAL,DAL @ WAS,02/07/2020,L,48,119.2,121.4,-2.2,64.3,1.93,18.8,36.0,74.5,54.6,14.1,54.9,58.9,98.5,49.0
571,HOU,HOU @ PHX,02/07/2020,L,48,90.1,127.0,-36.9,55.2,1.0,12.1,25.9,65.7,40.9,15.8,40.6,47.2,100.5,24.1
572,SAC,SAC vs. MIA,02/07/2020,W,48,110.5,102.1,8.4,72.5,2.07,22.1,18.2,67.4,43.3,14.7,60.4,60.2,95.0,53.4
573,POR,POR @ UTA,02/07/2020,L,48,112.9,117.0,-4.1,31.8,1.56,11.1,21.8,66.0,42.9,8.9,54.1,55.3,100.5,46.1
574,TOR,TOR @ IND,02/07/2020,W,48,113.9,105.0,8.9,66.7,1.75,20.0,24.5,67.3,45.9,15.8,57.4,60.2,101.0,53.2
575,MIA,MIA @ SAC,02/07/2020,L,48,102.1,110.5,-8.4,61.8,1.05,16.0,32.6,81.8,56.7,21.1,51.9,55.1,95.0,46.6
576,IND,IND vs. TOR,02/07/2020,L,48,105.0,113.9,-8.9,66.7,1.3,18.3,32.7,75.5,54.1,19.8,51.2,55.4,101.0,46.8
577,BOS,BOS vs. ATL,02/07/2020,W,48,113.1,108.1,5.1,62.2,1.77,16.8,28.3,71.2,49.5,13.1,52.3,57.2,99.0,52.5
578,DET,DET @ OKC,02/07/2020,L,48,112.2,121.3,-9.1,50.0,1.73,14.7,37.7,66.7,50.0,12.2,48.9,51.9,89.5,41.2
579,ATL,ATL @ BOS,02/07/2020,L,48,108.1,113.1,-5.1,60.0,1.5,15.6,28.8,71.7,50.5,14.1,48.3,54.9,99.0,47.5
580,MEM,MEM @ PHI,02/07/2020,L,48,100.9,111.2,-10.3,65.8,1.79,17.1,26.3,70.2,46.2,13.2,43.5,50.2,106.5,44.6
581,OKC,OKC vs. DET,02/07/2020,W,48,121.3,112.2,9.1,53.8,1.75,17.1,33.3,62.3,50.0,13.5,54.6,60.5,89.5,58.8
582,WAS,WAS vs. DAL,02/07/2020,W,48,121.4,119.2,2.2,62.2,2.15,20.3,25.5,64.0,45.4,13.3,60.6,62.2,98.5,51.0
583,PHI,PHI vs. MEM,02/07/2020,W,48,111.2,100.9,10.3,70.8,1.62,21.9,29.8,73.7,53.8,19.6,61.1,61.6,106.5,55.4
584,HOU,HOU @ LAL,02/06/2020,W,48,118.6,107.8,10.9,46.5,1.25,15.4,19.0,72.9,47.8,15.7,61.8,65.1,102.5,49.0
585,NOP,NOP @ CHI,02/06/2020,W,48,117.9,111.2,6.7,77.6,1.81,24.7,26.2,71.2,51.1,19.8,65.5,65.5,106.5,56.4
586,NYK,NYK vs. ORL,02/06/2020,W,48,106.1,103.0,3.1,62.8,1.93,19.0,32.0,70.5,50.0,14.1,50.0,52.3,99.5,50.4
587,POR,POR vs. SAS,02/06/2020,W,48,126.3,119.4,6.9,57.1,2.33,20.1,26.7,81.1,56.1,12.1,63.0,64.2,98.5,51.4
588,LAL,LAL vs. HOU,02/06/2020,L,48,107.8,118.6,-10.9,73.3,2.06,22.1,27.1,81.0,52.2,15.5,54.4,56.6,102.5,51.0
589,ORL,ORL @ NYK,02/06/2020,L,48,103.0,106.1,-3.1,64.7,1.05,16.3,29.5,68.0,50.0,21.0,51.3,58.4,99.5,49.6
590,MIL,MIL vs. PHI,02/06/2020,W,48,106.7,96.2,10.5,43.2,1.36,14.0,23.6,80.0,54.2,13.3,53.2,54.9,105.0,55.2
591,SAS,SAS @ POR,02/06/2020,L,48,119.4,126.3,-6.9,61.0,6.25,18.9,18.9,73.3,43.9,4.1,50.0,56.1,98.5,48.6
592,PHI,PHI @ MIL,02/06/2020,L,48,96.2,106.7,-10.5,64.9,2.18,17.0,20.0,76.4,45.8,10.5,47.0,48.0,105.0,44.8
593,CHI,CHI vs. NOP,02/06/2020,L,48,111.2,117.9,-6.7,54.3,1.56,17.1,28.8,73.8,48.9,15.0,56.5,57.7,106.5,43.6
594,ORL,ORL @ BOS,02/05/2020,L,48,104.2,120.8,-16.7,62.5,1.18,15.7,23.4,76.2,48.3,17.7,51.3,56.7,96.0,43.6
595,BOS,BOS vs. ORL,02/05/2020,W,48,120.8,104.2,16.7,50.0,1.77,17.8,23.8,76.6,51.7,13.5,61.0,62.3,96.0,56.4
596,BKN,BKN vs. GSW,02/05/2020,W,48,127.7,88.0,39.7,56.9,1.93,19.5,40.0,84.4,64.9,14.9,58.0,60.5,100.5,69.6
597,GSW,GSW @ BKN,02/05/2020,L,48,88.0,127.7,-39.7,57.1,2.86,15.5,15.6,60.0,35.1,7.0,39.1,42.3,100.5,30.4
598,MEM,MEM @ DAL,02/05/2020,W,48,121.0,107.0,14.0,57.4,2.45,19.6,25.6,73.8,53.8,11.0,59.6,61.9,100.0,59.9
599,CLE,CLE @ OKC,02/05/2020,L,48,103.0,109.0,-6.0,75.6,1.55,21.5,26.9,82.6,53.1,20.0,54.5,54.9,100.0,44.4
600,DAL,DAL vs. MEM,02/05/2020,L,48,107.0,121.0,-14.0,55.9,2.11,14.1,26.2,74.4,46.2,9.0,45.2,51.2,100.0,40.1
601,MIN,MIN vs. ATL,02/05/2020,L,48,109.1,116.5,-7.4,40.0,1.06,12.9,21.6,77.5,46.2,15.5,54.4,58.1,109.5,44.7
602,UTA,UTA vs. DEN,02/05/2020,L,48,97.9,101.0,-3.1,55.6,1.43,15.7,21.2,72.7,47.7,14.4,50.0,51.5,97.0,45.6
603,PHX,PHX @ DET,02/05/2020,L,48,117.4,124.7,-7.3,69.0,1.81,22.7,18.9,64.2,45.6,17.4,62.3,64.6,92.5,47.0
604,DEN,DEN @ UTA,02/05/2020,W,48,101.0,97.9,3.1,59.0,2.09,17.2,27.3,78.8,52.3,11.3,47.2,50.0,97.0,54.4
605,DET,DET vs. PHX,02/05/2020,W,48,124.7,117.4,7.3,67.4,3.44,21.7,35.8,81.1,54.4,9.7,54.7,56.8,92.5,53.0
606,IND,IND @ TOR,02/05/2020,L,48,119.2,120.2,-1.0,67.4,1.53,21.0,25.0,79.1,53.0,19.2,64.0,66.3,99.0,49.1
